metric,mean,std,minimum,maximum
label_entropy,0.48231096636599213,0.38571584074428306,0.0,0.9808883222597953
group_entropy,0.4919702749125361,0.36335321712491286,0.01338747974584915,0.993051425130562
source_entropy,0.8614937962971205,,,
