metric,mean,std,minimum,maximum
label_entropy,0.7252298384874801,0.22191396101849076,0.2764973399015181,0.9986960248312837
group_entropy,0.6954924601386275,0.23190340918676144,0.36355962724848206,0.9943075995509506
source_entropy,0.942035281759542,,,
