metric,mean,std,minimum,maximum
label_entropy,0.8090696065682312,0.01984799205984971,0.7713440598729444,0.8311997298135428
group_entropy,0.9088848731171211,0.006394611685781865,0.899009595944974,0.9199766376378101
source_entropy,0.9999999930615605,,,
