metric,mean,std,minimum,maximum
label_entropy,0.6328386126450587,0.31857927140199205,0.2149420920809311,0.9964119964860004
group_entropy,0.573104542195691,0.2571470179243802,0.26014536394771426,0.9999472743977463
source_entropy,0.8447698653317689,,,
