metric,mean,std,minimum,maximum
label_entropy,0.8093322169216337,0.01361745614325573,0.7895759568356465,0.8363748888146634
group_entropy,0.9085009711309124,0.013857709473860893,0.8863790387472434,0.9267609548928618
source_entropy,0.9999999930615605,,,
