analysis_family,suite,partition,comparison,metric,n,mean_difference,paired_effect_size_dz,rank_biserial_correlation,paired_t_statistic,paired_t_p,wilcoxon_statistic,wilcoxon_p,paired_t_p_holm,evidence_type,source_file,attack_type,client_count
fairfed_scaling,compas,iid,B5-B0,demographic_parity_gap,10,-0.0095043080523348,-0.5769467561687641,-0.4545454545454545,-1.8244658381390957,0.1013823679714553,15.0,0.232421875,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,iid,B5-B0,equal_opportunity_gap,10,0.0013284691629956,0.0934921317440833,-0.0909090909090909,0.2956480796158336,0.7742064761760934,25.0,0.845703125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,iid,B5-B0,equalized_odds_gap,10,-0.0220624433216737,-0.8779105738585352,-0.8545454545454545,-2.776196995338448,0.0215342254622553,4.0,0.013671875,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,iid,B5-B0,subgroup_accuracy_gap,10,0.0152643335815338,0.8543743859932031,0.7818181818181819,2.701769034246382,0.024323128777031,6.0,0.02734375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,accuracy,10,-0.1039141414141414,-2.3390395433610576,-1.0,-7.396692494221121,4.1178219409338826e-05,0.0,0.001953125,0.0032119011139284,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,macro_f1,10,-0.2178562096713608,-2.3570749679577734,-1.0,-7.453725514514965,3.876890899773306e-05,0.0,0.001953125,0.0030627438108209,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,demographic_parity_gap,10,-0.1526832251888096,-2.4470099258413676,-1.0,-7.738124822698439,2.8848426518923023e-05,0.0,0.001953125,0.0023078741215138,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,equal_opportunity_gap,10,-0.0988000183553597,-1.2624213686832098,-0.8545454545454545,-3.992126891906103,0.0031476073600458,4.0,0.013671875,0.2108896931230713,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,equalized_odds_gap,10,-0.154818067923249,-2.048325420420257,-0.9636363636363636,-6.477373717749981,0.0001144259330868,1.0,0.00390625,0.0088107968476879,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,compas,joint_dirichlet_0.3,B5-B0,subgroup_accuracy_gap,10,0.0741543452824168,1.8825830112798507,0.9636363636363636,5.953250199982787,0.0002144793473319,1.0,0.00390625,0.015871471702566,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,
fairfed_scaling,scaling,,B5-B0,accuracy,5,0.0177556440903054,0.5800238701073752,0.6,1.296972802132599,0.2643939682853177,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,macro_f1,5,0.1123622803374563,0.6587397650181647,0.6,1.4729868940628543,0.2147473241705911,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,demographic_parity_gap,5,0.1011178220360176,0.8470375516009546,0.6,1.8940335448747203,0.131138525081952,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,equal_opportunity_gap,5,0.0873871491233832,0.7747038283292358,0.6,1.7322904225734983,0.1582580711128315,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,equalized_odds_gap,5,0.0873871491233832,0.7747038283292358,0.6,1.7322904225734983,0.1582580711128315,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,subgroup_accuracy_gap,5,-0.0352341483911315,-0.7626770486905051,-0.6,-1.7053977257508866,0.163318777098732,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B5-B0,accuracy,5,0.0112749003984063,0.5047033064467292,0.4666666666666667,1.1285509016837945,0.3221898691956028,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,macro_f1,5,0.0540700880797951,0.5108326275474243,0.4666666666666667,1.1422564803208723,0.3170771974117295,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,demographic_parity_gap,5,0.0333319739820567,0.561381257674063,0.4666666666666667,1.2552866534535303,0.277706130770074,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,equal_opportunity_gap,5,0.0437128816651634,0.5303817380080212,0.3333333333333333,1.1859696202104193,0.3012677321984787,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,equalized_odds_gap,5,0.0437128816651634,0.5303817380080212,0.3333333333333333,1.1859696202104193,0.3012677321984787,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,subgroup_accuracy_gap,5,-0.0150422896990466,-0.5492876145537671,-0.4666666666666667,-1.228244445340926,0.286682526513821,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B5-B0,accuracy,5,-0.0155245683930942,-4.340659032077836,-1.0,-9.70600866287448,0.0006307590946261,0.0,0.0625,0.0441531366238329,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,macro_f1,5,-0.072200434378733,-4.446118327171988,-1.0,-9.94182281556422,0.000574841088241,0.0,0.0625,0.0408137172651175,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,demographic_parity_gap,5,-0.0221993644374167,-5.256640309254847,-1.0,-11.754205064759352,0.0002997144019379,0.0,0.0625,0.0218791513414681,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,equal_opportunity_gap,5,-0.0256182414427547,-3.941874838670606,-1.0,-8.814300098063493,0.0009141617901765,0.0,0.0625,0.0630771635221846,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,equalized_odds_gap,5,-0.0256182414427547,-3.941874838670606,-1.0,-8.814300098063493,0.0009141617901765,0.0,0.0625,0.0630771635221846,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,subgroup_accuracy_gap,5,0.0148243655632445,4.608065648849809,1.0,10.30394803560985,0.0005004342965768,0.0,0.0625,0.036031269353535,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B5-B0,accuracy,5,-0.0120717131474104,-1.2158372938312536,-0.8666666666666667,-2.718694838586069,0.0530583308675372,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,macro_f1,5,-0.0557742055106291,-1.1828987183218251,-0.8666666666666667,-2.6450419446649773,0.0572776720869684,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,demographic_parity_gap,5,-0.0195510726695752,-1.6022313398228136,-0.8666666666666667,-3.5826981915243774,0.0231119208652097,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,equal_opportunity_gap,5,-0.0183191281414742,-0.9410610436053224,-0.7333333333333333,-2.1042764644783944,0.1031542326197681,2.0,0.1875,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,equalized_odds_gap,5,-0.0183191281414742,-0.9410610436053224,-0.7333333333333333,-2.1042764644783944,0.1031542326197681,2.0,0.1875,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,subgroup_accuracy_gap,5,0.0124185344557736,1.4676788304078972,0.8666666666666667,3.2818296339294437,0.0304483184506133,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B5-B0,accuracy,5,-0.0179681274900398,-17.71619381697131,-1.0,-39.614613677309315,2.4259780102875e-06,0.0,0.0625,0.0001989301968435,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B5-B0,macro_f1,5,-0.0830985382725603,-16.554252725989986,-1.0,-37.01643441202481,3.180261605271221e-06,0.0,0.0625,0.0002576011900269,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B5-B0,demographic_parity_gap,5,-0.0251725364798764,-26.957897111344703,-1.0,-60.27969047141197,4.535976677121368e-07,0.0,0.0625,3.764860642010736e-05,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B5-B0,equal_opportunity_gap,5,-0.0291955392593954,-6.3296134116536305,-1.0,-14.153445859751878,0.0001446723891162,0.0,0.0625,0.0108504291837218,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B5-B0,equalized_odds_gap,5,-0.0290801912934686,-6.479781227631895,-1.0,-14.489231304311955,0.0001319176848328,0.0,0.0625,0.0100257440472976,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B5-B0,subgroup_accuracy_gap,5,0.0170614258212137,44.960538424895304,1.0,100.53482022305722,5.8694691550748956e-08,0.0,0.0625,4.930354090262912e-06,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,accuracy,5,0.0055245683930942,0.3402195761408096,0.3333333333333333,0.7607540995270158,0.4891804255971801,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,macro_f1,5,0.0327416237226264,0.3902456591332081,0.4666666666666667,0.872615821746065,0.4321240531143742,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,demographic_parity_gap,5,0.0167891289716317,0.4868914578926705,0.4666666666666667,1.0887223975119875,0.3374782229729468,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,equal_opportunity_gap,5,0.0188727507652867,0.4292942390242212,0.2,0.9599311008072018,0.3914499545915074,6.0,0.8125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,equalized_odds_gap,5,0.0188727507652867,0.4292942390242212,0.2,0.9599311008072018,0.3914499545915074,6.0,0.8125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,subgroup_accuracy_gap,5,-0.0101328625123567,-0.4440406547437041,-0.4666666666666667,-0.9929050887804368,0.3769578052033916,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,3.0
fairfed_scaling,scaling,,B6-B0,accuracy,5,0.0057901726427622,0.3736722308899232,0.3333333333333333,0.8355565095738648,0.4504084679465312,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,macro_f1,5,0.0324610439122061,0.3953599705192008,0.3333333333333333,0.884051769663246,0.4266051447276436,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,demographic_parity_gap,5,0.0212961627719982,0.4131406770136655,0.3333333333333333,0.9238106380728408,0.4078686411449241,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,equal_opportunity_gap,5,0.0292704828089665,0.3283731619449816,-0.0666666666666666,0.734264712095526,0.503507644638232,7.0,1.0,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,equalized_odds_gap,5,0.0303849807212786,0.3441292617419811,-0.0666666666666666,0.7694964223018875,0.4845203720627568,7.0,1.0,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,subgroup_accuracy_gap,5,-0.0077478128302072,-0.4250865663565258,-0.4666666666666667,-0.9505224586951668,0.3956716948512418,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,5.0
fairfed_scaling,scaling,,B6-B0,accuracy,5,0.0214741035856574,0.9924691568757094,0.8666666666666667,2.2192285003459893,0.0906900233425353,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,macro_f1,5,0.1068881781838402,1.0297947722138343,0.8666666666666667,2.302691113544045,0.0826939159341601,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,demographic_parity_gap,5,0.0726541857892722,0.9522770690405314,0.8666666666666667,2.129356259788889,0.1002804957016376,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,equal_opportunity_gap,5,0.0893484766523996,0.9958412023833988,0.8666666666666667,2.2267686233244053,0.0899331236322348,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,equalized_odds_gap,5,0.0893484766523996,0.9958412023833988,0.8666666666666667,2.2267686233244053,0.0899331236322348,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,subgroup_accuracy_gap,5,-0.0265546537143558,-1.0599413363267052,-0.8666666666666667,-2.37010088018848,0.0768124952407527,1.0,0.125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,10.0
fairfed_scaling,scaling,,B6-B0,accuracy,5,0.0045949535192563,0.3929301018518488,0.3333333333333333,0.8786184181466501,0.4292199989957423,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,macro_f1,5,0.0238765710253509,0.4184503599771646,0.4666666666666667,0.9356834501181974,0.4024087287392395,4.0,0.4375,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,demographic_parity_gap,5,0.0086760525024657,0.415930541815892,0.3333333333333333,0.9300489654186536,0.4049921178676847,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,equal_opportunity_gap,5,0.0073229901333846,0.3538480382097686,0.3333333333333333,0.7912282671419856,0.473083730140546,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,equalized_odds_gap,5,0.0073229901333846,0.3538480382097686,0.3333333333333333,0.7912282671419856,0.473083730140546,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,subgroup_accuracy_gap,5,-0.0061551452552425,-0.4677184108276143,-0.6,-1.0458501609387194,0.3546647274250165,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,20.0
fairfed_scaling,scaling,,B6-B0,accuracy,5,0.0027357237715803,0.1730913683316513,-0.3333333333333333,0.3870440659080267,0.7184338857266352,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,macro_f1,5,0.0134823471593642,0.181651538141258,-0.3333333333333333,0.4061851875012487,0.705397910605439,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,demographic_parity_gap,5,0.0108636064306154,0.3050974844684304,-0.3333333333333333,0.6822187150355967,0.5325590944447843,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,equal_opportunity_gap,5,0.0207401703709077,0.5048146697686218,0.6,1.1287999176417465,0.3220963055768091,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,equalized_odds_gap,5,0.0207401703709077,0.5048146697686218,0.6,1.1287999176417465,0.3220963055768091,3.0,0.3125,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
fairfed_scaling,scaling,,B6-B0,subgroup_accuracy_gap,5,-0.0055103594101373,-0.2914950061639181,0.3333333333333333,-0.6518026488842411,0.5500838862489087,5.0,0.625,1.0,derived_from_paired_measured_runs,outputs/revision_audit/fairfed-scaling-analysis/paired_tests.csv,,50.0
