run_id,scenario_id,seed,partition,method,round,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap,evidence_type,source_file,client_count,policy_profile,attack_type,aggregation_status,fairfed_beta,fairfed_global_equal_opportunity_difference,fairfed_mean_delta,fairfed_weights
adult-core-10seed-e01b72a,adult_core,2001,iid,B3,1,10,0,1.0,0.7650828729281768,0.4933045079710596,0.0197385016208835,0.0560713817412099,0.0560713817412099,0.1773209563257241,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,iid,B3,2,10,0,1.0,0.7657458563535912,0.4978853924585977,0.0216742474278446,0.055297122126966,0.055297122126966,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,iid,B3,3,10,0,1.0,0.7670718232044199,0.5027899682075815,0.0236369559656267,0.0615536393323884,0.0615536393323884,0.1753852105187628,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,iid,B3,4,10,0,1.0,0.769281767955801,0.5121948701003676,0.0282166092204517,0.074066673743233,0.074066673743233,0.1721140296224593,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,iid,B3,5,10,0,1.0,0.7701657458563536,0.5186260815058309,0.0317879454755646,0.0764206727317003,0.0764206727317003,0.17181387426365,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7644198895027624,0.4908074791705724,0.0187571473519924,0.0529431231384988,0.0529431231384988,0.1783023105946152,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7653038674033149,0.4941343139162091,0.0190573027108017,0.0500833577891141,0.0500833577891141,0.1780021552358057,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7661878453038674,0.4988327785105625,0.0216742474278446,0.0563398749945364,0.0563398749945364,0.1766936828772843,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B0,4,10,0,1.0,0.7675138121546962,0.5050942964672613,0.0249454283241481,0.0646818979350995,0.0646818979350995,0.1747309743395022,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B0,5,10,0,1.0,0.7701657458563536,0.5153781450990375,0.0295250815789731,0.0782376852135145,0.0782376852135145,0.1708055572639379,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B1,1,10,0,1.0,0.7644198895027624,0.4908074791705724,0.0187571473519924,0.0529431231384988,0.0529431231384988,0.1783023105946152,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B1,2,10,0,1.0,0.7653038674033149,0.4941343139162091,0.0190573027108017,0.0500833577891141,0.0500833577891141,0.1780021552358057,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B1,3,10,0,1.0,0.7661878453038674,0.4988327785105625,0.0216742474278446,0.0563398749945364,0.0563398749945364,0.1766936828772843,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B1,4,10,0,1.0,0.7675138121546962,0.5050942964672613,0.0249454283241481,0.0646818979350995,0.0646818979350995,0.1747309743395022,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B1,5,10,0,1.0,0.7701657458563536,0.5153781450990375,0.0295250815789731,0.0782376852135145,0.0782376852135145,0.1708055572639379,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B3,1,10,0,1.0,0.7644198895027624,0.4908074791705724,0.0187571473519924,0.0529431231384988,0.0529431231384988,0.1783023105946152,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B3,2,7,3,0.7,0.7571270718232044,0.4554461733814224,0.0071157097794047,0.0161782795202088,0.0161782795202088,0.1921221585515532,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B3,3,7,3,0.7,0.7566850828729281,0.4528398534426491,0.0068155544205954,0.0130500209174976,0.0130500209174976,0.193784711730526,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B3,4,6,4,0.6,0.75646408839779,0.4519368915477899,0.006488436330965,0.0120072680499272,0.0120072680499272,0.1941118298201563,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2001,joint_dirichlet_0.3,B3,5,6,4,0.6,0.756243093922652,0.4502161154645571,0.0055070820620739,0.0099217623147864,0.0099217623147864,0.1944389479097866,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B0,1,10,0,1.0,0.7648618784530387,0.4924734356552538,0.0194113835312531,0.0550286288736395,0.0550286288736395,0.1776480744153544,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B0,2,10,0,1.0,0.7657458563535912,0.4971893339774006,0.0210200112485838,0.0542543692593957,0.0542543692593957,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B0,3,10,0,1.0,0.7677348066298343,0.5052257025560422,0.0246183102345178,0.0646818979350995,0.0646818979350995,0.1744038562498718,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B0,4,10,0,1.0,0.7697237569060773,0.5144461799934588,0.028516764579261,0.070164155526278,0.070164155526278,0.1724681104429107,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B0,5,10,0,1.0,0.7701657458563536,0.5186260815058309,0.0317879454755646,0.0764206727317003,0.0764206727317003,0.17181387426365,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B1,1,10,0,1.0,0.7648618784530387,0.4924734356552538,0.0194113835312531,0.0550286288736395,0.0550286288736395,0.1776480744153544,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B1,2,10,0,1.0,0.7657458563535912,0.4971893339774006,0.0210200112485838,0.0542543692593957,0.0542543692593957,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B1,3,10,0,1.0,0.7677348066298343,0.5052257025560422,0.0246183102345178,0.0646818979350995,0.0646818979350995,0.1744038562498718,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B1,4,10,0,1.0,0.7697237569060773,0.5144461799934588,0.028516764579261,0.070164155526278,0.070164155526278,0.1724681104429107,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B1,5,10,0,1.0,0.7701657458563536,0.5186260815058309,0.0317879454755646,0.0764206727317003,0.0764206727317003,0.17181387426365,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B3,1,10,0,1.0,0.7648618784530387,0.4924734356552538,0.0194113835312531,0.0550286288736395,0.0550286288736395,0.1776480744153544,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B3,2,10,0,1.0,0.7657458563535912,0.4971893339774006,0.0210200112485838,0.0542543692593957,0.0542543692593957,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B3,3,10,0,1.0,0.7677348066298343,0.5052257025560422,0.0246183102345178,0.0646818979350995,0.0646818979350995,0.1744038562498718,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B3,4,10,0,1.0,0.7697237569060773,0.5144461799934588,0.028516764579261,0.070164155526278,0.070164155526278,0.1724681104429107,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,iid,B3,5,10,0,1.0,0.7701657458563536,0.5186260815058309,0.0317879454755646,0.0764206727317003,0.0764206727317003,0.17181387426365,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B0,2,10,0,1.0,0.765524861878453,0.4949628566628737,0.0193844208004321,0.0511261106566845,0.0511261106566845,0.1776750371461753,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7659668508287293,0.4980116779937626,0.0213471293382142,0.055297122126966,0.055297122126966,0.1770208009669147,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B0,4,10,0,1.0,0.7681767955801105,0.5075174088208566,0.0259267825930392,0.0678101565378107,0.0678101565378107,0.1737496200706111,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B0,5,10,0,1.0,0.7703867403314917,0.5168232028045061,0.0294981188481521,0.0732924141289891,0.0732924141289891,0.1714867561740197,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B1,1,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B1,2,10,0,1.0,0.765524861878453,0.4949628566628737,0.0193844208004321,0.0511261106566845,0.0511261106566845,0.1776750371461753,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B1,3,10,0,1.0,0.7659668508287293,0.4980116779937626,0.0213471293382142,0.055297122126966,0.055297122126966,0.1770208009669147,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B1,4,10,0,1.0,0.7681767955801105,0.5075174088208566,0.0259267825930392,0.0678101565378107,0.0678101565378107,0.1737496200706111,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B1,5,10,0,1.0,0.7703867403314917,0.5168232028045061,0.0294981188481521,0.0732924141289891,0.0732924141289891,0.1714867561740197,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B3,1,6,4,0.6,0.7739226519337017,0.5408323743937999,0.0411125936899187,0.0746348803956216,0.0746348803956216,0.1702861347387824,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B3,2,6,4,0.6,0.7750276243093923,0.5468369039805201,0.0443568118554013,0.0769888793840889,0.0769888793840889,0.1696588612903427,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B3,3,6,4,0.6,0.7787845303867403,0.5607640055580332,0.0488555769177632,0.0767516062764981,0.0767516062764981,0.1671228047657629,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B3,4,6,4,0.6,0.7814364640883978,0.5728679714902035,0.0543356962490162,0.0895331339406692,0.0895331339406692,0.1621890706904865,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2002,joint_dirichlet_0.3,B3,5,7,3,0.7,0.7845303867403315,0.588300439827406,0.0647495496555455,0.109613931677833,0.109613931677833,0.1576094174356614,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B0,1,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B0,2,10,0,1.0,0.7657458563535912,0.4964909201456539,0.0203657750693231,0.0532116163918253,0.0532116163918253,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B0,3,10,0,1.0,0.767292817679558,0.5029197365847298,0.0233098378759963,0.0615536393323884,0.0615536393323884,0.1750580924291325,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B0,4,10,0,1.0,0.769281767955801,0.5115319044392993,0.027562373041191,0.0730239208756626,0.0730239208756626,0.1721140296224593,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B0,5,10,0,1.0,0.7703867403314917,0.5187668615458848,0.0314608273859342,0.0764206727317003,0.0764206727317003,0.1714867561740197,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B1,1,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B1,2,10,0,1.0,0.7657458563535912,0.4964909201456539,0.0203657750693231,0.0532116163918253,0.0532116163918253,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B1,3,10,0,1.0,0.767292817679558,0.5029197365847298,0.0233098378759963,0.0615536393323884,0.0615536393323884,0.1750580924291325,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B1,4,10,0,1.0,0.769281767955801,0.5115319044392993,0.027562373041191,0.0730239208756626,0.0730239208756626,0.1721140296224593,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B1,5,10,0,1.0,0.7703867403314917,0.5187668615458848,0.0314608273859342,0.0764206727317003,0.0764206727317003,0.1714867561740197,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B3,1,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B3,2,10,0,1.0,0.7657458563535912,0.4964909201456539,0.0203657750693231,0.0532116163918253,0.0532116163918253,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B3,3,10,0,1.0,0.767292817679558,0.5029197365847298,0.0233098378759963,0.0615536393323884,0.0615536393323884,0.1750580924291325,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B3,4,10,0,1.0,0.769281767955801,0.5115319044392993,0.027562373041191,0.0730239208756626,0.0730239208756626,0.1721140296224593,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,iid,B3,5,10,0,1.0,0.7703867403314917,0.5187668615458848,0.0314608273859342,0.0764206727317003,0.0764206727317003,0.1714867561740197,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7639779005524862,0.4884182472733,0.0184569919931831,0.0498148645357876,0.0498148645357876,0.1799648637735879,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7657458563535912,0.4971893339774006,0.0210200112485838,0.0542543692593957,0.0542543692593957,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B0,4,10,0,1.0,0.767292817679558,0.5042841720185656,0.0246183102345178,0.0636391450675291,0.0636391450675291,0.1750580924291325,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B0,5,10,0,1.0,0.7699447513812154,0.5145840918185002,0.0281896464896307,0.070164155526278,0.070164155526278,0.1721409923532804,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B1,1,10,0,1.0,0.7639779005524862,0.4884182472733,0.0184569919931831,0.0498148645357876,0.0498148645357876,0.1799648637735879,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B1,2,10,0,1.0,0.7646408839779005,0.491641093786146,0.0190842654416227,0.0539858760060691,0.0539858760060691,0.1779751925049848,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B1,3,10,0,1.0,0.7657458563535912,0.4971893339774006,0.0210200112485838,0.0542543692593957,0.0542543692593957,0.177347919056545,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B1,4,10,0,1.0,0.767292817679558,0.5042841720185656,0.0246183102345178,0.0636391450675291,0.0636391450675291,0.1750580924291325,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B1,5,10,0,1.0,0.7699447513812154,0.5145840918185002,0.0281896464896307,0.070164155526278,0.070164155526278,0.1721409923532804,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B3,1,9,1,0.9,0.7626519337016575,0.4811586448043373,0.0155398919173309,0.0404300887276541,0.0404300887276541,0.1829358893110821,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B3,2,8,2,0.8,0.7591160220994475,0.4642455238744077,0.0097056917656265,0.0195750313762464,0.0195750313762464,0.190186412744592,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B3,3,6,4,0.6,0.7566850828729281,0.4528398534426491,0.0068155544205954,0.0130500209174976,0.0130500209174976,0.193784711730526,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B3,4,6,4,0.6,0.756243093922652,0.4510324691101789,0.0061613182413347,0.0109645151823568,0.0109645151823568,0.1944389479097866,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2003,joint_dirichlet_0.3,B3,5,6,4,0.6,0.7560220994475139,0.4493080303403099,0.0051799639724436,0.008879009447216,0.008879009447216,0.194766065999417,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
adult-core-10seed-e01b72a,adult_core,2004,iid,B0,1,10,0,1.0,0.7653038674033149,0.4941343139162091,0.0190573027108017,0.0500833577891141,0.0500833577891141,0.1780021552358057,measured,outputs/major_revision/adult-core-10seed-e01b72a/metrics/fairness_metrics_global.csv,,,,,,,,
