run_id,scenario_id,seed,client_count,partition,policy_profile,attack_type,method,accuracy,macro_f1,demographic_parity_gap,equal_opportunity_gap,equalized_odds_gap,subgroup_accuracy_gap,runtime_ms,evidence_type,source_file
adversarial-5seed-e8733cb,adversarial,10004,10,joint_dirichlet_0.3,submitted,none,B6,0.7735059760956176,0.5244228093810958,0.0336505235444823,0.0432267767818942,0.0432267767818942,0.1778617802929544,78.98933399701491,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B6,0.7815405046480743,0.5641468110093478,0.056246492256883,0.0852934137072437,0.0852934137072437,0.1680517239245417,76.280167006189,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10004,10,joint_dirichlet_0.3,submitted,sign_flip,B6,0.7756308100929615,0.5356096661396255,0.0380273805709439,0.0449769828480948,0.0449769828480948,0.1762186034236275,77.41991701186635,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10004,10,joint_dirichlet_0.3,submitted,random_weights,B6,0.7790172642762284,0.5525580043688187,0.0488615840930305,0.0689532065500205,0.0689532065500205,0.1714945802504125,75.94341700314544,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,none,B0,0.7727091633466135,0.5164865657275016,0.0264369618430765,0.0290229177603074,0.0290229177603074,0.1787423029241371,83.17724999506027,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,label_flip,B0,0.7863213811420983,0.5838992607718081,0.0601924757158714,0.0818169926501627,0.0818169926501627,0.1621644022970215,83.20679099415429,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,sign_flip,B0,0.7829349269588314,0.5653822581104365,0.051050995511513,0.0750440836009004,0.0750440836009004,0.1656800537893895,80.57762499083765,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,random_weights,B0,0.650863213811421,0.4873118928080262,0.0253589153748867,0.00116299593694,0.0268488844627155,0.1018986700509633,82.55816699238494,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,none,B6,0.7930278884462152,0.7309271051045844,0.1334320959204798,0.0007871357569269,0.0480663286202977,0.0797084205553089,79.37941601267084,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,label_flip,B6,0.7752988047808765,0.7178831756603238,0.105297195344054,0.0666397814298794,0.0666397814298794,0.0616139573027162,78.76420899992809,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,sign_flip,B6,0.7814741035856574,0.7201236664471342,0.1183353131519081,0.0166435228951973,0.0360164125025762,0.0690637973910525,78.64629098912701,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
adversarial-5seed-e8733cb,adversarial,10005,10,joint_dirichlet_0.3,submitted,random_weights,B6,0.8047144754316069,0.7259705145207608,0.1230463178453609,0.039191706399505,0.0393499398743155,0.093478963249995,80.95524998498149,measured,outputs/major_revision/adversarial-5seed-e8733cb/metrics/test_metrics.csv
