evidence_type,mode,concurrency,repetition,transaction_count,elapsed_ms,transactions_per_second,median_latency_ms,p95_latency_ms,failure_count,failure_rate,total_gas
measured_hardhat,concurrent,20,19,20,23.495749999999134,851.2177734271405,23.495749999999134,23.495749999999134,0,0,10933732
measured_hardhat,concurrent,20,20,20,23.354166000000077,856.3782581660134,23.354166000000077,23.354166000000077,0,0,10933660
measured_hardhat,concurrent,20,21,20,22.364292000000205,894.2827253373287,22.364292000000205,22.364292000000205,0,0,10933732
measured_hardhat,concurrent,20,22,20,26.074125000000095,767.0439564127245,26.074125000000095,26.074125000000095,0,0,10933732
measured_hardhat,concurrent,20,23,20,23.26195800000005,859.7728531708275,23.26195800000005,23.26195800000005,0,0,10933660
measured_hardhat,concurrent,20,24,20,23.83416599999964,839.1315223700424,23.83416599999964,23.83416599999964,0,0,10933744
measured_hardhat,concurrent,20,25,20,25.516332999999577,783.8116864206285,25.516332999999577,25.516332999999577,0,0,10933744
measured_hardhat,concurrent,20,26,20,23.133041999999477,864.5642021486171,23.133041999999477,23.133041999999477,0,0,10933732
measured_hardhat,concurrent,20,27,20,25.3876250000003,787.7853875657831,25.3876250000003,25.3876250000003,0,0,10933696
measured_hardhat,concurrent,20,28,20,23.591583000000355,847.7599828718445,23.591583000000355,23.591583000000355,0,0,10933708
measured_hardhat,concurrent,20,29,20,22.912333000000217,872.8923414302598,22.912333000000217,22.912333000000217,0,0,10933768
