batch_size,repetition,operation,gas_used
10,20,publish_global_model,478783
10,20,archive_round,30919
10,21,create_round,47576
10,21,register_node,47874
10,21,submit_model,483713
10,21,register_node,47862
10,21,submit_model,466601
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47862
10,21,submit_model,466601
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47874
10,21,submit_model,466613
10,21,register_node,47874
10,21,submit_model,466613
10,21,close_submissions,30614
10,21,start_aggregation,30757
10,21,publish_global_model,478783
10,21,archive_round,30919
10,22,create_round,47576
10,22,register_node,47874
10,22,submit_model,483713
10,22,register_node,47862
10,22,submit_model,466601
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47874
10,22,submit_model,466613
10,22,register_node,47862
10,22,submit_model,466589
10,22,register_node,47874
10,22,submit_model,466613
10,22,close_submissions,30614
10,22,start_aggregation,30757
10,22,publish_global_model,478783
10,22,archive_round,30919
10,23,create_round,47576
10,23,register_node,47874
10,23,submit_model,483713
10,23,register_node,47874
10,23,submit_model,466613
10,23,register_node,47874
10,23,submit_model,466613
10,23,register_node,47874
10,23,submit_model,466601
10,23,register_node,47874
10,23,submit_model,466613
10,23,register_node,47874
10,23,submit_model,466601
10,23,register_node,47874
10,23,submit_model,466613
10,23,register_node,47874
10,23,submit_model,466601
10,23,register_node,47874
10,23,submit_model,466613
10,23,register_node,47874
10,23,submit_model,466613
10,23,close_submissions,30614
10,23,start_aggregation,30757
10,23,publish_global_model,478783
10,23,archive_round,30919
10,24,create_round,47576
10,24,register_node,47874
10,24,submit_model,483713
10,24,register_node,47874
10,24,submit_model,466601
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466601
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466613
10,24,register_node,47874
10,24,submit_model,466613
10,24,close_submissions,30614
10,24,start_aggregation,30757
10,24,publish_global_model,478783
10,24,archive_round,30919
10,25,create_round,47576
10,25,register_node,47874
10,25,submit_model,483701
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466601
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466601
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466613
10,25,register_node,47874
10,25,submit_model,466613
10,25,close_submissions,30614
10,25,start_aggregation,30757
10,25,publish_global_model,478783
10,25,archive_round,30919
10,26,create_round,47576
10,26,register_node,47862
10,26,submit_model,483701
10,26,register_node,47874
10,26,submit_model,466613
10,26,register_node,47874
10,26,submit_model,466613
10,26,register_node,47874
10,26,submit_model,466601
10,26,register_node,47874
10,26,submit_model,466613
10,26,register_node,47874
10,26,submit_model,466601
10,26,register_node,47874
10,26,submit_model,466613
10,26,register_node,47874
10,26,submit_model,466613
10,26,register_node,47862
10,26,submit_model,466589
10,26,register_node,47874
10,26,submit_model,466613
10,26,close_submissions,30614
10,26,start_aggregation,30757
10,26,publish_global_model,478783
10,26,archive_round,30919
10,27,create_round,47576
10,27,register_node,47874
10,27,submit_model,483713
10,27,register_node,47874
10,27,submit_model,466601
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466601
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466613
10,27,register_node,47874
10,27,submit_model,466613
10,27,close_submissions,30614
10,27,start_aggregation,30757
10,27,publish_global_model,478783
10,27,archive_round,30919
10,28,create_round,47576
10,28,register_node,47874
10,28,submit_model,483713
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466601
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,register_node,47874
10,28,submit_model,466613
10,28,close_submissions,30614
10,28,start_aggregation,30757
10,28,publish_global_model,478783
10,28,archive_round,30919
10,29,create_round,47576
10,29,register_node,47874
10,29,submit_model,483713
10,29,register_node,47874
10,29,submit_model,466601
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,register_node,47874
10,29,submit_model,466613
10,29,close_submissions,30614
10,29,start_aggregation,30757
10,29,publish_global_model,478783
10,29,archive_round,30919
10,30,create_round,47576
10,30,register_node,47874
10,30,submit_model,483701
10,30,register_node,47862
10,30,submit_model,466601
10,30,register_node,47874
10,30,submit_model,466613
10,30,register_node,47874
10,30,submit_model,466601
10,30,register_node,47862
10,30,submit_model,466589
10,30,register_node,47874
10,30,submit_model,466613
10,30,register_node,47874
10,30,submit_model,466613
10,30,register_node,47874
10,30,submit_model,466613
10,30,register_node,47874
10,30,submit_model,466613
10,30,register_node,47874
10,30,submit_model,466613
10,30,close_submissions,30614
10,30,start_aggregation,30757
10,30,publish_global_model,478783
10,30,archive_round,30919
20,1,create_round,47576
20,1,register_node,47874
20,1,submit_model,483629
20,1,register_node,47874
20,1,submit_model,466529
20,1,register_node,47850
20,1,submit_model,466505
20,1,register_node,47874
20,1,submit_model,466517
20,1,register_node,47874
20,1,submit_model,466529
20,1,register_node,47874
20,1,submit_model,466517
20,1,register_node,47874
20,1,submit_model,466529
20,1,register_node,47874
20,1,submit_model,466529
20,1,register_node,47874
20,1,submit_model,466529
20,1,register_node,47874
20,1,submit_model,466517
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466601
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466601
20,1,register_node,47862
20,1,submit_model,466589
20,1,register_node,47874
20,1,submit_model,466613
20,1,register_node,47874
20,1,submit_model,466613
20,1,close_submissions,30614
20,1,start_aggregation,30757
20,1,publish_global_model,741012
20,1,archive_round,30919
20,2,create_round,47576
20,2,register_node,47874
20,2,submit_model,483629
20,2,register_node,47874
20,2,submit_model,466529
20,2,register_node,47862
20,2,submit_model,466517
20,2,register_node,47862
20,2,submit_model,466517
20,2,register_node,47874
20,2,submit_model,466529
20,2,register_node,47862
20,2,submit_model,466517
20,2,register_node,47874
20,2,submit_model,466529
20,2,register_node,47874
20,2,submit_model,466529
20,2,register_node,47874
20,2,submit_model,466529
20,2,register_node,47862
20,2,submit_model,466517
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47862
20,2,submit_model,466601
20,2,register_node,47874
20,2,submit_model,466613
20,2,register_node,47874
20,2,submit_model,466613
20,2,close_submissions,30614
20,2,start_aggregation,30757
20,2,publish_global_model,741012
20,2,archive_round,30919
20,3,create_round,47576
20,3,register_node,47874
20,3,submit_model,483629
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466529
20,3,register_node,47874
20,3,submit_model,466517
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466601
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47862
20,3,submit_model,466601
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466613
20,3,register_node,47874
20,3,submit_model,466613
20,3,close_submissions,30614
20,3,start_aggregation,30757
20,3,publish_global_model,741012
20,3,archive_round,30919
20,4,create_round,47576
20,4,register_node,47850
20,4,submit_model,483605
20,4,register_node,47862
20,4,submit_model,466517
20,4,register_node,47874
20,4,submit_model,466529
20,4,register_node,47874
20,4,submit_model,466529
20,4,register_node,47874
20,4,submit_model,466529
20,4,register_node,47874
20,4,submit_model,466529
20,4,register_node,47862
20,4,submit_model,466517
20,4,register_node,47862
20,4,submit_model,466517
20,4,register_node,47874
20,4,submit_model,466529
20,4,register_node,47862
20,4,submit_model,466505
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466601
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,register_node,47874
20,4,submit_model,466613
20,4,close_submissions,30614
20,4,start_aggregation,30757
20,4,publish_global_model,741012
20,4,archive_round,30919
20,5,create_round,47576
20,5,register_node,47874
20,5,submit_model,483629
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47862
20,5,submit_model,466517
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47874
20,5,submit_model,466517
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47874
20,5,submit_model,466529
20,5,register_node,47850
20,5,submit_model,466589
20,5,register_node,47874
20,5,submit_model,466613
20,5,register_node,47874
20,5,submit_model,466613
20,5,register_node,47862
20,5,submit_model,466601
20,5,register_node,47874
20,5,submit_model,466601
20,5,register_node,47874
20,5,submit_model,466613
20,5,register_node,47874
20,5,submit_model,466613
20,5,register_node,47874
20,5,submit_model,466601
20,5,register_node,47874
20,5,submit_model,466613
20,5,register_node,47874
20,5,submit_model,466601
20,5,close_submissions,30614
20,5,start_aggregation,30757
20,5,publish_global_model,741012
20,5,archive_round,30919
20,6,create_round,47576
20,6,register_node,47874
20,6,submit_model,483629
20,6,register_node,47874
20,6,submit_model,466517
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466529
20,6,register_node,47874
20,6,submit_model,466589
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47862
20,6,submit_model,466601
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,register_node,47874
20,6,submit_model,466613
20,6,close_submissions,30614
20,6,start_aggregation,30757
20,6,publish_global_model,741012
20,6,archive_round,30919
20,7,create_round,47576
20,7,register_node,47874
20,7,submit_model,483629
20,7,register_node,47874
20,7,submit_model,466529
20,7,register_node,47874
20,7,submit_model,466529
20,7,register_node,47874
20,7,submit_model,466505
20,7,register_node,47874
20,7,submit_model,466517
20,7,register_node,47874
20,7,submit_model,466529
20,7,register_node,47874
20,7,submit_model,466529
20,7,register_node,47874
20,7,submit_model,466517
20,7,register_node,47862
20,7,submit_model,466505
20,7,register_node,47874
20,7,submit_model,466529
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47874
20,7,submit_model,466601
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47850
20,7,submit_model,466577
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47874
20,7,submit_model,466613
20,7,register_node,47862
20,7,submit_model,466577
20,7,close_submissions,30614
20,7,start_aggregation,30757
20,7,publish_global_model,741012
20,7,archive_round,30919
20,8,create_round,47576
20,8,register_node,47874
20,8,submit_model,483629
20,8,register_node,47874
20,8,submit_model,466529
20,8,register_node,47862
20,8,submit_model,466517
20,8,register_node,47874
20,8,submit_model,466529
20,8,register_node,47874
20,8,submit_model,466517
20,8,register_node,47874
20,8,submit_model,466517
20,8,register_node,47874
20,8,submit_model,466517
20,8,register_node,47862
20,8,submit_model,466517
20,8,register_node,47874
20,8,submit_model,466517
20,8,register_node,47862
20,8,submit_model,466517
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47862
20,8,submit_model,466589
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,register_node,47874
20,8,submit_model,466613
20,8,close_submissions,30614
20,8,start_aggregation,30757
20,8,publish_global_model,741012
20,8,archive_round,30919
20,9,create_round,47576
20,9,register_node,47874
20,9,submit_model,483629
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47862
20,9,submit_model,466517
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47874
20,9,submit_model,466529
20,9,register_node,47862
20,9,submit_model,466601
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47862
20,9,submit_model,466589
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47874
20,9,submit_model,466613
20,9,register_node,47862
20,9,submit_model,466601
20,9,close_submissions,30614
20,9,start_aggregation,30757
20,9,publish_global_model,741012
20,9,archive_round,30919
20,10,create_round,47576
20,10,register_node,47874
20,10,submit_model,483701
20,10,register_node,47862
20,10,submit_model,466601
20,10,register_node,47874
20,10,submit_model,466601
20,10,register_node,47874
20,10,submit_model,466601
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466613
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47862
20,10,submit_model,466685
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466685
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466697
20,10,register_node,47874
20,10,submit_model,466697
20,10,close_submissions,30614
20,10,start_aggregation,30757
20,10,publish_global_model,741276
20,10,archive_round,30919
20,11,create_round,47576
20,11,register_node,47874
20,11,submit_model,483701
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47862
20,11,submit_model,466601
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466613
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47862
20,11,submit_model,466685
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,register_node,47874
20,11,submit_model,466697
20,11,close_submissions,30614
20,11,start_aggregation,30757
20,11,publish_global_model,741276
20,11,archive_round,30919
20,12,create_round,47576
20,12,register_node,47874
20,12,submit_model,483701
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47862
20,12,submit_model,466601
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466613
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466685
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,register_node,47874
20,12,submit_model,466697
20,12,close_submissions,30614
20,12,start_aggregation,30757
20,12,publish_global_model,741276
20,12,archive_round,30919
20,13,create_round,47576
20,13,register_node,47874
20,13,submit_model,483713
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47862
20,13,submit_model,466601
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466601
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466613
20,13,register_node,47874
20,13,submit_model,466697
20,13,register_node,47874
20,13,submit_model,466697
20,13,register_node,47874
20,13,submit_model,466697
20,13,register_node,47874
20,13,submit_model,466685
20,13,register_node,47874
20,13,submit_model,466697
20,13,register_node,47874
20,13,submit_model,466697
20,13,register_node,47862
20,13,submit_model,466685
20,13,register_node,47862
20,13,submit_model,466685
20,13,register_node,47874
20,13,submit_model,466685
20,13,register_node,47862
20,13,submit_model,466685
20,13,close_submissions,30614
20,13,start_aggregation,30757
20,13,publish_global_model,741276
20,13,archive_round,30919
20,14,create_round,47576
20,14,register_node,47874
20,14,submit_model,483713
20,14,register_node,47862
20,14,submit_model,466601
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466613
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47862
20,14,submit_model,466685
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,register_node,47874
20,14,submit_model,466697
20,14,close_submissions,30614
20,14,start_aggregation,30757
20,14,publish_global_model,741276
20,14,archive_round,30919
20,15,create_round,47576
20,15,register_node,47862
20,15,submit_model,483701
20,15,register_node,47862
20,15,submit_model,466601
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466613
20,15,register_node,47874
20,15,submit_model,466685
20,15,register_node,47874
20,15,submit_model,466697
20,15,register_node,47874
20,15,submit_model,466685
20,15,register_node,47874
20,15,submit_model,466697
20,15,register_node,47862
20,15,submit_model,466685
20,15,register_node,47862
20,15,submit_model,466673
20,15,register_node,47874
20,15,submit_model,466697
20,15,register_node,47874
20,15,submit_model,466697
20,15,register_node,47862
20,15,submit_model,466685
20,15,register_node,47874
20,15,submit_model,466697
20,15,close_submissions,30614
20,15,start_aggregation,30757
20,15,publish_global_model,741276
20,15,archive_round,30919
20,16,create_round,47576
20,16,register_node,47874
20,16,submit_model,483701
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466601
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466601
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466613
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47862
20,16,submit_model,466685
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47862
20,16,submit_model,466685
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47874
20,16,submit_model,466697
20,16,register_node,47874
20,16,submit_model,466697
20,16,close_submissions,30614
20,16,start_aggregation,30757
20,16,publish_global_model,741276
20,16,archive_round,30919
20,17,create_round,47576
20,17,register_node,47862
20,17,submit_model,483701
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47862
20,17,submit_model,466601
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47862
20,17,submit_model,466601
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47874
20,17,submit_model,466613
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47874
20,17,submit_model,466697
20,17,register_node,47862
20,17,submit_model,466685
20,17,register_node,47862
20,17,submit_model,466685
20,17,close_submissions,30614
20,17,start_aggregation,30757
20,17,publish_global_model,741276
20,17,archive_round,30919
20,18,create_round,47576
20,18,register_node,47874
20,18,submit_model,483713
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466601
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466601
20,18,register_node,47874
20,18,submit_model,466613
20,18,register_node,47874
20,18,submit_model,466685
20,18,register_node,47874
20,18,submit_model,466685
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47862
20,18,submit_model,466685
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47874
20,18,submit_model,466697
20,18,register_node,47874
20,18,submit_model,466697
20,18,close_submissions,30614
20,18,start_aggregation,30757
20,18,publish_global_model,741276
20,18,archive_round,30919
20,19,create_round,47576
20,19,register_node,47874
20,19,submit_model,483713
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47874
20,19,submit_model,466613
20,19,register_node,47862
20,19,submit_model,466601
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47874
20,19,submit_model,466697
20,19,register_node,47862
20,19,submit_model,466685
20,19,register_node,47862
20,19,submit_model,466685
20,19,register_node,47862
20,19,submit_model,466685
20,19,register_node,47874
20,19,submit_model,466697
20,19,close_submissions,30614
20,19,start_aggregation,30757
20,19,publish_global_model,741276
20,19,archive_round,30919
20,20,create_round,47576
20,20,register_node,47862
20,20,submit_model,483701
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466613
20,20,register_node,47874
20,20,submit_model,466601
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466673
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,register_node,47874
20,20,submit_model,466697
20,20,close_submissions,30614
20,20,start_aggregation,30757
20,20,publish_global_model,741276
20,20,archive_round,30919
20,21,create_round,47576
20,21,register_node,47874
20,21,submit_model,483713
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466589
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466613
20,21,register_node,47874
20,21,submit_model,466685
20,21,register_node,47874
20,21,submit_model,466697
20,21,register_node,47874
20,21,submit_model,466685
20,21,register_node,47862
20,21,submit_model,466685
20,21,register_node,47874
20,21,submit_model,466697
20,21,register_node,47874
20,21,submit_model,466685
20,21,register_node,47874
20,21,submit_model,466697
20,21,register_node,47862
20,21,submit_model,466673
20,21,register_node,47874
20,21,submit_model,466697
20,21,register_node,47874
20,21,submit_model,466697
20,21,close_submissions,30614
20,21,start_aggregation,30757
20,21,publish_global_model,741276
20,21,archive_round,30919
20,22,create_round,47576
