scenario_id,partition,method,metric,n,mean,std,median,ci95_low,ci95_high,minimum,maximum
compas_core,iid,B1,demographic_parity_gap,10,0.1937081161578555,0.01724514436400975,0.1919210722263589,0.1837277949154345,0.20379214977130083,0.170380810552069,0.2165992979470269
compas_core,iid,B1,equal_opportunity_gap,10,0.08120640602055791,0.011031428956629266,0.079444291483113,0.0748774206130689,0.08773403083700432,0.0680295521292216,0.0944612701908956
compas_core,iid,B1,equalized_odds_gap,10,0.2517845575851795,0.0235749429882362,0.2497732866951678,0.2385183475838839,0.2658375437232802,0.2196528047674569,0.2839422204948828
compas_core,iid,B1,subgroup_accuracy_gap,10,0.018907563025210024,0.007352672677694318,0.01880119136262095,0.01459951069035204,0.02321561536006804,0.0088288479948941,0.0298372513562387
compas_core,iid,B1,runtime_ms,10,35.83545839646831,1.5954730346463017,35.13258350722026,34.96067929372657,36.826048877774156,34.272333985427395,38.62054200726561
compas_core,iid,B3,accuracy,10,0.6593434343434343,0.004525144799904232,0.6597222222222222,0.6565656565656566,0.6618686868686869,0.6515151515151515,0.6666666666666666
compas_core,iid,B3,macro_f1,10,0.6410194212247099,0.0063304826824496785,0.641622459393577,0.6372568672126885,0.6446275711373824,0.6297560975609756,0.6501673136126356
compas_core,iid,B3,demographic_parity_gap,10,0.18490586107860865,0.016945379226666824,0.17827890649930855,0.17513828316136576,0.1951893415594086,0.1609669184129347,0.2135145197319434
compas_core,iid,B3,equal_opportunity_gap,10,0.07724394273127747,0.013737576306766844,0.0744424559471365,0.06943373715124807,0.08529506240822314,0.0556167400881056,0.102078744493392
compas_core,iid,B3,equalized_odds_gap,10,0.23814613291877187,0.019684323317487352,0.2317171913460293,0.22730591721725613,0.25019432568985617,0.2157015157403809,0.2678779634667703
compas_core,iid,B3,subgroup_accuracy_gap,10,0.01238698010849902,0.006094953425091292,0.0119668120412722,0.008921856717370403,0.01617387777895962,0.0046005744069779,0.0235347303478353
compas_core,iid,B3,runtime_ms,10,35.179975000210106,0.7228406763430846,34.97341698675882,34.776468001145986,35.63195191178238,34.44824999314733,36.595874989870936
compas_core,joint_dirichlet_0.3,B0,accuracy,10,0.6494949494949495,0.025657526692677193,0.6571969696969697,0.6323232323232323,0.6607323232323231,0.5795454545454546,0.6704545454545454
compas_core,joint_dirichlet_0.3,B0,macro_f1,10,0.623098013939415,0.05033221961740697,0.6386315051621644,0.5900250090548916,0.643824441359713,0.4838654123522701,0.6593492250521164
compas_core,joint_dirichlet_0.3,B0,demographic_parity_gap,10,0.17403999574513346,0.03492327960122645,0.17406392936921605,0.1522254281459419,0.1934875279225614,0.0954153813424103,0.2270503137964046
compas_core,joint_dirichlet_0.3,B0,equal_opportunity_gap,10,0.07220080763582959,0.0209943782068356,0.0706337187958883,0.059432303138766435,0.08393217694566808,0.0260187224669603,0.1016657488986784
compas_core,joint_dirichlet_0.3,B0,equalized_odds_gap,10,0.2261951029926156,0.03966190203926219,0.2256769011529991,0.20317933022412232,0.2493881169840653,0.1523837284622361,0.2958932504210389
compas_core,joint_dirichlet_0.3,B0,subgroup_accuracy_gap,10,0.018934155940857303,0.015182932471399277,0.0172322093394319,0.010817931603020881,0.028585323369854206,0.0014626103605999,0.0519359642591213
compas_core,joint_dirichlet_0.3,B0,runtime_ms,10,33.85609589749947,1.85841243386548,34.31862499564886,32.76278759876732,34.90394371423463,31.66654202505015,36.57812500023283
compas_core,joint_dirichlet_0.3,B1,accuracy,10,0.6494949494949495,0.025657526692677193,0.6571969696969697,0.6323232323232324,0.6606060606060605,0.5795454545454546,0.6704545454545454
compas_core,joint_dirichlet_0.3,B1,macro_f1,10,0.623098013939415,0.05033221961740697,0.6386315051621644,0.5893931572915798,0.6440234485715223,0.4838654123522701,0.6593492250521164
compas_core,joint_dirichlet_0.3,B1,demographic_parity_gap,10,0.17403999574513346,0.03492327960122645,0.17406392936921605,0.1530416976917349,0.19317645729177743,0.0954153813424103,0.2270503137964046
compas_core,joint_dirichlet_0.3,B1,equal_opportunity_gap,10,0.07220080763582959,0.0209943782068356,0.0706337187958883,0.059035368483847224,0.08376927312775323,0.0260187224669603,0.1016657488986784
compas_core,joint_dirichlet_0.3,B1,equalized_odds_gap,10,0.2261951029926156,0.03966190203926219,0.2256769011529991,0.2026835568078767,0.24936204495400954,0.1523837284622361,0.2958932504210389
compas_core,joint_dirichlet_0.3,B1,subgroup_accuracy_gap,10,0.018934155940857303,0.015182932471399277,0.0172322093394319,0.01071162642272093,0.02860865865333469,0.0014626103605999,0.0519359642591213
compas_core,joint_dirichlet_0.3,B1,runtime_ms,10,33.48610009998083,1.495329474439969,34.248354510054924,32.58264459007478,34.325600790034514,31.522292003501207,35.287832986796275
compas_core,joint_dirichlet_0.3,B3,accuracy,10,0.5809343434343435,0.04898255843046303,0.5536616161616161,0.5539141414141414,0.6113636363636363,0.5328282828282829,0.6792929292929293
compas_core,joint_dirichlet_0.3,B3,macro_f1,10,0.4782027670866311,0.11362657674875035,0.4150831435796366,0.4149521312647966,0.5477366703802605,0.3548330280400169,0.6780096164311644
compas_core,joint_dirichlet_0.3,B3,demographic_parity_gap,10,0.0982634826082331,0.08752679468080146,0.0545819593660248,0.049847622593341044,0.1528169875545154,0.0063025210084033,0.2539357515157961
compas_core,joint_dirichlet_0.3,B3,equal_opportunity_gap,10,0.05535288179148308,0.07693872272069542,0.0116097650513949,0.015212004405286323,0.10541024229074884,0.0,0.2176716226138031
compas_core,joint_dirichlet_0.3,B3,equalized_odds_gap,10,0.12262543405824518,0.08147904759406809,0.09434512242518456,0.07660276825202612,0.1720770568061645,0.0120481927710843,0.2671654359372976
compas_core,joint_dirichlet_0.3,B3,subgroup_accuracy_gap,10,0.07022923093287944,0.03849975927058436,0.08447239655355805,0.04687499999999994,0.09186928252313577,0.0153175194128284,0.1244016593979364
compas_core,joint_dirichlet_0.3,B3,runtime_ms,10,33.726283302530646,1.9736009362354128,34.21883299597539,32.58107433815894,34.87532636150718,31.297417008318007,35.97304198774509
