metric,mean,std,minimum,maximum
label_entropy,0.6886146674965038,0.28243876317882494,0.14314720934094716,0.9967002717651581
group_entropy,0.7902707420663896,0.21255010398914925,0.2829047929798921,0.9972769461693304
source_entropy,0.9549983485615805,,,
