metric,mean,std,minimum,maximum
label_entropy,0.8094569973973705,0.009874657417091901,0.7915465609943745,0.8223701007911365
group_entropy,0.9086947103109985,0.010635619726956673,0.8924831722768324,0.9260228017274499
source_entropy,0.9999999930615605,,,
