scenario_id,partition,method,metric,n,mean,std,ci95_low,ci95_high,minimum,maximum
adult_core,iid,B0,accuracy,10,0.7748605577689243,0.00035441556266042787,0.7746070241485916,0.7751140913892569,0.7743027888446216,0.7753652058432935
adult_core,iid,B0,macro_f1,10,0.5251355826358907,0.00139302213743495,0.5241390746297065,0.5261320906420748,0.5230542760921071,0.5269894593197174
adult_core,iid,B0,demographic_parity_gap,10,0.02838133698824305,0.00029712337805153343,0.02816878772782855,0.02859388624865755,0.0279751483840907,0.0288427929505473
adult_core,iid,B0,equal_opportunity_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B0,equalized_odds_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B0,subgroup_accuracy_gap,10,0.17772430996089614,0.00025198405792952675,0.17754405142486174,0.17790456849693054,0.1773026676790724,0.1781896293426182
adult_core,iid,B0,runtime_ms,10,76.3741918024607,1.095258594495606,75.59069100306455,77.15769260185685,75.18816701485775,78.74825000180863
adult_core,iid,B1,accuracy,10,0.7748605577689243,0.00035441556266042787,0.7746070241485916,0.7751140913892569,0.7743027888446216,0.7753652058432935
adult_core,iid,B1,macro_f1,10,0.5251355826358907,0.00139302213743495,0.5241390746297065,0.5261320906420748,0.5230542760921071,0.5269894593197174
adult_core,iid,B1,demographic_parity_gap,10,0.02838133698824305,0.00029712337805153343,0.02816878772782855,0.02859388624865755,0.0279751483840907,0.0288427929505473
adult_core,iid,B1,equal_opportunity_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B1,equalized_odds_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B1,subgroup_accuracy_gap,10,0.17772430996089614,0.00025198405792952675,0.17754405142486174,0.17790456849693054,0.1773026676790724,0.1781896293426182
adult_core,iid,B1,runtime_ms,10,76.76274159748573,1.9638172495194903,75.35791136597764,78.16757182899381,74.40487502026372,80.15220900415443
adult_core,iid,B3,accuracy,10,0.7748605577689243,0.00035441556266042787,0.7746070241485916,0.7751140913892569,0.7743027888446216,0.7753652058432935
adult_core,iid,B3,macro_f1,10,0.5251355826358907,0.00139302213743495,0.5241390746297065,0.5261320906420748,0.5230542760921071,0.5269894593197174
adult_core,iid,B3,demographic_parity_gap,10,0.02838133698824305,0.00029712337805153343,0.02816878772782855,0.02859388624865755,0.0279751483840907,0.0288427929505473
adult_core,iid,B3,equal_opportunity_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B3,equalized_odds_gap,10,0.02560973032317687,0.001353632909424364,0.02464139967327099,0.026578060973082754,0.0242052813496236,0.0277959456225141
adult_core,iid,B3,subgroup_accuracy_gap,10,0.17772430996089614,0.00025198405792952675,0.17754405142486174,0.17790456849693054,0.1773026676790724,0.1781896293426182
adult_core,iid,B3,runtime_ms,10,77.70101670466829,4.019293282322402,74.82578749803746,80.57624591129913,74.64345800690353,85.38695800234564
adult_core,joint_dirichlet_0.3,B0,accuracy,10,0.7739907038512616,0.0015862458863931909,0.7728559719018626,0.7751254358006605,0.7726427622841966,0.7780876494023904
adult_core,joint_dirichlet_0.3,B0,macro_f1,10,0.5216680143075632,0.006775955755095476,0.516820787563604,0.5265152410515224,0.5160466905234107,0.5393282899226354
adult_core,joint_dirichlet_0.3,B0,demographic_parity_gap,10,0.027258299536604257,0.0015507391832358882,0.026148967552517156,0.02836763152069136,0.0261219908581386,0.0314135314881019
adult_core,joint_dirichlet_0.3,B0,equal_opportunity_gap,10,0.02515966917449563,0.0027082198795711017,0.0232223253807574,0.027097012968233858,0.022477923926585,0.0305000825407234
adult_core,joint_dirichlet_0.3,B0,equalized_odds_gap,10,0.02515966917449563,0.0027082198795711017,0.0232223253807574,0.027097012968233858,0.022477923926585,0.0305000825407234
adult_core,joint_dirichlet_0.3,B0,subgroup_accuracy_gap,10,0.17829030892932704,0.0015596906018812708,0.17717457348609372,0.17940604437256036,0.174082670074553,0.1796614597494983
adult_core,joint_dirichlet_0.3,B0,runtime_ms,10,77.24687920417637,4.592876272507392,73.9613334443694,80.53242496398333,71.31712499540299,85.69133302080445
adult_core,joint_dirichlet_0.3,B1,accuracy,10,0.7739907038512616,0.0015862458863931909,0.7728559719018626,0.7751254358006605,0.7726427622841966,0.7780876494023904
adult_core,joint_dirichlet_0.3,B1,macro_f1,10,0.5216680143075632,0.006775955755095476,0.516820787563604,0.5265152410515224,0.5160466905234107,0.5393282899226354
adult_core,joint_dirichlet_0.3,B1,demographic_parity_gap,10,0.027258299536604257,0.0015507391832358882,0.026148967552517156,0.02836763152069136,0.0261219908581386,0.0314135314881019
adult_core,joint_dirichlet_0.3,B1,equal_opportunity_gap,10,0.02515966917449563,0.0027082198795711017,0.0232223253807574,0.027097012968233858,0.022477923926585,0.0305000825407234
adult_core,joint_dirichlet_0.3,B1,equalized_odds_gap,10,0.02515966917449563,0.0027082198795711017,0.0232223253807574,0.027097012968233858,0.022477923926585,0.0305000825407234
adult_core,joint_dirichlet_0.3,B1,subgroup_accuracy_gap,10,0.17829030892932704,0.0015596906018812708,0.17717457348609372,0.17940604437256036,0.174082670074553,0.1796614597494983
adult_core,joint_dirichlet_0.3,B1,runtime_ms,10,76.16685430402867,3.34989772049016,73.77048183538065,78.5632267726767,71.46066700806841,83.65045901155099
adult_core,joint_dirichlet_0.3,B3,accuracy,10,0.7629349269588314,0.00993074205800953,0.7558309020462209,0.7700389518714418,0.7568393094289508,0.7883134130146082
adult_core,joint_dirichlet_0.3,B3,macro_f1,10,0.4693988104181557,0.04810201453442983,0.43498870212985,0.5038089187064614,0.4407624830052788,0.5929013382971422
adult_core,joint_dirichlet_0.3,B3,demographic_parity_gap,10,0.012706264923736218,0.019269069527403555,-0.0010779970343208056,0.026490526881793243,0.0028386704854474,0.0637680443100106
adult_core,joint_dirichlet_0.3,B3,equal_opportunity_gap,10,0.0169180493427873,0.02422464231178478,-0.00041121582961710715,0.03424731451519171,0.0040002262015673,0.0808173645118301
adult_core,joint_dirichlet_0.3,B3,equalized_odds_gap,10,0.0169180493427873,0.02422464231178478,-0.00041121582961710715,0.03424731451519171,0.0040002262015673,0.0808173645118301
adult_core,joint_dirichlet_0.3,B3,subgroup_accuracy_gap,10,0.18759991607995077,0.01034114590979088,0.18020230593773157,0.19499752622216998,0.1607183280195937,0.1935353679699382
adult_core,joint_dirichlet_0.3,B3,runtime_ms,10,76.08427910599858,2.5787031033563186,74.23958603256465,77.9289721794325,71.23000000137836,80.57383302366361
compas_core,iid,B0,accuracy,10,0.6613636363636364,0.0038018820843892806,0.6586439337588823,0.6640833389683904,0.6540404040404041,0.6666666666666666
compas_core,iid,B0,macro_f1,10,0.6448696113233587,0.00551099315734999,0.6409272843094913,0.6488119383372262,0.63519728879206,0.6528507388344679
compas_core,iid,B0,demographic_parity_gap,10,0.1937081161578555,0.01724514436400975,0.18137168304260004,0.20604454927311094,0.170380810552069,0.2165992979470269
compas_core,iid,B0,equal_opportunity_gap,10,0.08120640602055791,0.011031428956629266,0.0733149971337084,0.08909781490740742,0.0680295521292216,0.0944612701908956
compas_core,iid,B0,equalized_odds_gap,10,0.2517845575851795,0.0235749429882362,0.23492005931068002,0.26864905585967896,0.2196528047674569,0.2839422204948828
compas_core,iid,B0,subgroup_accuracy_gap,10,0.018907563025210024,0.007352672677694318,0.013647777847879575,0.024167348202540472,0.0088288479948941,0.0298372513562387
compas_core,iid,B0,runtime_ms,10,35.781579100876115,1.4261508042706932,34.76137227408546,36.80178592766677,34.50604202225804,38.936166994972154
compas_core,iid,B1,accuracy,10,0.6613636363636364,0.0038018820843892806,0.6586439337588823,0.6640833389683904,0.6540404040404041,0.6666666666666666
compas_core,iid,B1,macro_f1,10,0.6448696113233587,0.00551099315734999,0.6409272843094913,0.6488119383372262,0.63519728879206,0.6528507388344679
compas_core,iid,B1,demographic_parity_gap,10,0.1937081161578555,0.01724514436400975,0.18137168304260004,0.20604454927311094,0.170380810552069,0.2165992979470269
compas_core,iid,B1,equal_opportunity_gap,10,0.08120640602055791,0.011031428956629266,0.0733149971337084,0.08909781490740742,0.0680295521292216,0.0944612701908956
compas_core,iid,B1,equalized_odds_gap,10,0.2517845575851795,0.0235749429882362,0.23492005931068002,0.26864905585967896,0.2196528047674569,0.2839422204948828
compas_core,iid,B1,subgroup_accuracy_gap,10,0.018907563025210024,0.007352672677694318,0.013647777847879575,0.024167348202540472,0.0088288479948941,0.0298372513562387
compas_core,iid,B1,runtime_ms,10,35.83545839646831,1.5954730346463017,34.69412574284411,36.976791050092515,34.272333985427395,38.62054200726561
compas_core,iid,B3,accuracy,10,0.6593434343434343,0.004525144799904232,0.6561063407603056,0.6625805279265631,0.6515151515151515,0.6666666666666666
compas_core,iid,B3,macro_f1,10,0.6410194212247099,0.0063304826824496785,0.6364908667196918,0.645547975729728,0.6297560975609756,0.6501673136126356
compas_core,iid,B3,demographic_parity_gap,10,0.18490586107860865,0.016945379226666824,0.1727838670245207,0.1970278551326966,0.1609669184129347,0.2135145197319434
compas_core,iid,B3,equal_opportunity_gap,10,0.07724394273127747,0.013737576306766844,0.06741667264893282,0.08707121281362211,0.0556167400881056,0.102078744493392
compas_core,iid,B3,equalized_odds_gap,10,0.23814613291877187,0.019684323317487352,0.2240648162942479,0.25222744954329585,0.2157015157403809,0.2678779634667703
compas_core,iid,B3,subgroup_accuracy_gap,10,0.01238698010849902,0.006094953425091292,0.008026913084290408,0.01674704713270763,0.0046005744069779,0.0235347303478353
compas_core,iid,B3,runtime_ms,10,35.179975000210106,0.7228406763430846,34.662885930471575,35.69706406994864,34.44824999314733,36.595874989870936
compas_core,joint_dirichlet_0.3,B0,accuracy,10,0.6494949494949495,0.025657526692677193,0.6311406605852161,0.6678492384046828,0.5795454545454546,0.6704545454545454
compas_core,joint_dirichlet_0.3,B0,macro_f1,10,0.623098013939415,0.05033221961740697,0.5870925130432707,0.6591035148355593,0.4838654123522701,0.6593492250521164
compas_core,joint_dirichlet_0.3,B0,demographic_parity_gap,10,0.17403999574513346,0.03492327960122645,0.14905738650325168,0.19902260498701524,0.0954153813424103,0.2270503137964046
compas_core,joint_dirichlet_0.3,B0,equal_opportunity_gap,10,0.07220080763582959,0.0209943782068356,0.05718233419900973,0.08721928107264945,0.0260187224669603,0.1016657488986784
compas_core,joint_dirichlet_0.3,B0,equalized_odds_gap,10,0.2261951029926156,0.03966190203926219,0.19782268746489742,0.2545675185203338,0.1523837284622361,0.2958932504210389
compas_core,joint_dirichlet_0.3,B0,subgroup_accuracy_gap,10,0.018934155940857303,0.015182932471399277,0.00807294034455558,0.029795371537159027,0.0014626103605999,0.0519359642591213
compas_core,joint_dirichlet_0.3,B0,runtime_ms,10,33.85609589749947,1.85841243386548,32.52666772879205,35.185524066206895,31.66654202505015,36.57812500023283
compas_core,joint_dirichlet_0.3,B1,accuracy,10,0.6494949494949495,0.025657526692677193,0.6311406605852161,0.6678492384046828,0.5795454545454546,0.6704545454545454
compas_core,joint_dirichlet_0.3,B1,macro_f1,10,0.623098013939415,0.05033221961740697,0.5870925130432707,0.6591035148355593,0.4838654123522701,0.6593492250521164
compas_core,joint_dirichlet_0.3,B1,demographic_parity_gap,10,0.17403999574513346,0.03492327960122645,0.14905738650325168,0.19902260498701524,0.0954153813424103,0.2270503137964046
compas_core,joint_dirichlet_0.3,B1,equal_opportunity_gap,10,0.07220080763582959,0.0209943782068356,0.05718233419900973,0.08721928107264945,0.0260187224669603,0.1016657488986784
compas_core,joint_dirichlet_0.3,B1,equalized_odds_gap,10,0.2261951029926156,0.03966190203926219,0.19782268746489742,0.2545675185203338,0.1523837284622361,0.2958932504210389
compas_core,joint_dirichlet_0.3,B1,subgroup_accuracy_gap,10,0.018934155940857303,0.015182932471399277,0.00807294034455558,0.029795371537159027,0.0014626103605999,0.0519359642591213
compas_core,joint_dirichlet_0.3,B1,runtime_ms,10,33.48610009998083,1.495329474439969,32.416405833738715,34.55579436622295,31.522292003501207,35.287832986796275
compas_core,joint_dirichlet_0.3,B3,accuracy,10,0.5809343434343435,0.04898255843046303,0.5458943319890002,0.6159743548796868,0.5328282828282829,0.6792929292929293
