concurrency,payload_bytes_each,n,elapsed_ms_mean,elapsed_ms_median,elapsed_ms_p95,throughput_mib_s_mean,throughput_mib_s_p95
1,1048576,30,55.041558297428615,52.3023120185826,68.2752312393859,18.438818359017137,21.120633025862094
5,1048576,30,141.12534723244607,140.72589547140524,157.92510848550592,35.6679306047341,40.6382824506606
10,1048576,30,232.14842229693508,230.04056251375005,268.2345811132108,43.382690693665594,48.98947434731841
20,1048576,30,482.5063166363786,480.8135204948485,551.9546753115719,41.73053974265226,48.36050453448914
