payload_bytes,n,upload_ms_mean,upload_ms_median,upload_ms_p95,cold_retrieval_ms_mean,cold_retrieval_ms_median,cold_retrieval_ms_p95,warm_retrieval_ms_mean,warm_retrieval_ms_median,warm_retrieval_ms_p95
1024,30,52.501186194907255,51.77100049331784,63.562479068059474,21.36881536571309,20.185187488095835,28.65225626446772,0.6487790922013422,0.5962084978818893,0.9835272969212376
10240,30,49.21005014136123,49.356749979779124,59.43347532884218,20.466543031701196,20.929917023750022,26.30931437306571,0.5443417389566699,0.5289374967105687,0.6730834516929463
102400,30,53.70414036442526,52.90733350557275,65.84585639648138,21.00950269959867,20.300062489695847,28.352405966143117,0.8457318685638407,0.8317709725815803,0.9465722570894287
1048576,30,74.31745016947389,71.87593745766208,88.53660032327751,52.77547770141003,49.78704149834812,72.70002050208859,2.7125972420132407,2.3985205043572932,4.235321521991863
10485760,30,65.08369166209984,64.57431250601076,76.52906872390304,75.45108213283432,74.61443802458234,87.47878556896467,23.613752799186233,23.84266650187783,28.746341983787712
