metric,mean,std,minimum,maximum
label_entropy,0.48639697900488077,0.4198814893978872,0.0,0.9892494532908491
group_entropy,0.723033693356171,0.39706895063747927,0.0,0.9999177790172523
source_entropy,0.7614488128082423,,,
