metric,mean,std,minimum,maximum
label_entropy,0.8092735055446025,0.015100300820389077,0.7882561505500254,0.8356524400081357
group_entropy,0.90852136858663,0.013177481192085028,0.8877709088882934,0.9297989640185412
source_entropy,0.9999999930615605,,,
