metric,mean,std,minimum,maximum
label_entropy,0.6430850424474056,0.3924691039203194,0.0638996715326517,0.9994848137721576
group_entropy,0.7707589777796066,0.18638812779897107,0.536463327050501,0.9974905034754891
source_entropy,0.955878305104693,,,
