metric,mean,std,minimum,maximum
label_entropy,0.5443773548444591,0.319477941616789,0.05053022125627766,0.9464368259003936
group_entropy,0.5987055433871531,0.3183350647978034,0.11102002823390326,0.9950668522985961
source_entropy,0.8574946782167037,,,
