metric,mean,std,minimum,maximum
label_entropy,0.6869181110486352,0.22640285415811345,0.33831090222748034,0.9697159815774802
group_entropy,0.7670749461571207,0.2802770692137704,0.21140885477851917,0.9946510366997148
source_entropy,0.952158891150982,,,
