suite,partition,method,metric,client_count,policy_profile,attack_type,n,mean,ci95_low,ci95_high
adversarial,,B6,subgroup_accuracy_gap,,,random_weights,5,0.16751642971261588,0.12873858292864876,0.19097650453256723
adversarial,,B6,runtime_ms,,,random_weights,5,79.58420839859173,76.83581680175848,82.33259999542497
adversarial,,B0,accuracy,,,sign_flip,5,0.7714342629482072,0.7503851261620186,0.7906905710491368
adversarial,,B0,macro_f1,,,sign_flip,5,0.5842530157740728,0.5013419217459845,0.6628785037866969
adversarial,,B0,demographic_parity_gap,,,sign_flip,5,0.1267738957455668,0.02555375527877788,0.2950556596175845
adversarial,,B0,equal_opportunity_gap,,,sign_flip,5,0.11085864629786286,0.02977692298464968,0.2304535855518889
adversarial,,B0,equalized_odds_gap,,,sign_flip,5,0.11615552889952907,0.02977692298464968,0.24610352290117712
adversarial,,B0,subgroup_accuracy_gap,,,sign_flip,5,0.1750759780744729,0.156465168616092,0.19392359548506283
adversarial,,B0,runtime_ms,,,sign_flip,5,79.52514179632999,77.6285917905625,81.42169180209748
adversarial,,B6,accuracy,,,sign_flip,5,0.767636122177955,0.7598804780876494,0.7760690571049137
adversarial,,B6,macro_f1,,,sign_flip,5,0.5252131590722435,0.45465734051345474,0.6283561504109386
adversarial,,B6,demographic_parity_gap,,,sign_flip,5,0.03563186796268668,0.00682736819837332,0.07952918276784147
adversarial,,B6,equal_opportunity_gap,,,sign_flip,5,0.018942210640498842,0.01080443789196126,0.032205847995974056
adversarial,,B6,equalized_odds_gap,,,sign_flip,5,0.02281678856197462,0.01080443789196126,0.036484846901415235
adversarial,,B6,subgroup_accuracy_gap,,,sign_flip,5,0.16319172283050792,0.11503428804792629,0.19053218321650764
adversarial,,B6,runtime_ms,,,sign_flip,5,79.64927499415353,77.0875749993138,82.29635859024711
