suite,partition,method,metric,n,mean,std,median,ci95_low,ci95_high,minimum,maximum,client_count,policy_profile,attack_type
scaling,,B6,macro_f1,5,0.526519332902497,0.07272239757798941,0.4972819503302998,0.4887433839888001,0.5914364767530003,0.4820852157656956,0.6557682257695763,50.0,,
scaling,,B6,demographic_parity_gap,5,0.03616084349799446,0.035428917582175055,0.0206526647333655,0.01866192855518482,0.0677719790602667,0.0162436125450885,0.0993291350708597,50.0,,
scaling,,B6,equal_opportunity_gap,5,0.0499357096303032,0.042769646735723504,0.033135673529447,0.028263200375174678,0.08858544621400832,0.0257949756976119,0.1260896660727923,50.0,,
scaling,,B6,equalized_odds_gap,5,0.0499357096303032,0.042769646735723504,0.033135673529447,0.028263200375174678,0.08858544621400832,0.0257949756976119,0.1260896660727923,50.0,,
scaling,,B6,subgroup_accuracy_gap,5,0.17367755263653195,0.01888963736419963,0.1814373488870934,0.1565923364963692,0.18324464686230266,0.140028994902553,0.1846509074592499,50.0,,
scaling,,B6,runtime_ms,5,132.07980840234086,11.403864721432889,129.6557920286432,123.04309159517288,141.11652520950884,120.37420796696097,144.42629198310897,50.0,,
heterogeneity,iid,B0,accuracy,10,0.7744023904382471,0.00021967057593269383,0.7743691899070385,0.7742695883134132,0.7745285524568393,0.7739707835325366,0.7747675962815405,,,
heterogeneity,iid,B0,macro_f1,10,0.5232109916885747,0.0009045349023861566,0.5230109767957762,0.5226801022147078,0.5237486876124997,0.5216270695103296,0.5248642040504005,,,
heterogeneity,iid,B0,demographic_parity_gap,10,0.027768190662596635,0.00034037918254368403,0.02777160675982855,0.027570444167461274,0.027966581060968325,0.0271802989841313,0.0283757926002519,,,
heterogeneity,iid,B0,equal_opportunity_gap,10,0.02610737377124277,0.0013310547147281262,0.026523276198397,0.02525060677427992,0.02678460755456109,0.0228189399257761,0.0276822736227837,,,
heterogeneity,iid,B0,equalized_odds_gap,10,0.02610737377124277,0.0013310547147281262,0.026523276198397,0.02523015723865003,0.026773240354588057,0.0228189399257761,0.0276822736227837,,,
heterogeneity,iid,B0,subgroup_accuracy_gap,10,0.1778605466465669,0.0003527729280533678,0.1778382607744318,0.17765294502183657,0.1780694360777699,0.1771976773507597,0.1783931709668804,,,
heterogeneity,iid,B0,runtime_ms,10,84.6041084965691,3.2823253752999295,84.49137501884252,82.63981106414576,86.460871402669,79.41341702826321,88.45400001155213,,,
heterogeneity,iid,B3,accuracy,10,0.7744023904382471,0.00021967057593269383,0.7743691899070385,0.7742762284196547,0.7745285524568393,0.7739707835325366,0.7747675962815405,,,
heterogeneity,iid,B3,macro_f1,10,0.5232109916885747,0.0009045349023861566,0.5230109767957762,0.5226992582801111,0.5237522893977216,0.5216270695103296,0.5248642040504005,,,
heterogeneity,iid,B3,demographic_parity_gap,10,0.027768190662596635,0.00034037918254368403,0.02777160675982855,0.027573019780406483,0.02797387667519897,0.0271802989841313,0.0283757926002519,,,
