scenario_id,seed,client_count,partition,method,round,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
client_scaling,5001,3,joint_dirichlet_0.3,B0,1,3,0,1.0,0.7666298342541437,0.5032125257313954,0.02091216032529978,0.041504061740960205,0.041504061740960205,0.17805608069744794
client_scaling,5001,3,joint_dirichlet_0.3,B0,2,3,0,1.0,0.7697237569060773,0.5157543019869988,0.024783651939221996,0.05115733080242019,0.05115733080242019,0.17347642744262293
client_scaling,5001,3,joint_dirichlet_0.3,B0,3,3,0,1.0,0.7717127071823204,0.5234593305303599,0.02838195092515592,0.061584859478124046,0.061584859478124046,0.17053236463594967
client_scaling,5001,5,joint_dirichlet_0.3,B0,1,4,1,0.8,0.7681767955801105,0.5101908797768314,0.023502142311521597,0.04385806072942748,0.04385806072942748,0.17677457106974748
client_scaling,5001,5,joint_dirichlet_0.3,B0,2,4,1,0.8,0.7712707182320442,0.5212606916784434,0.028081795566346587,0.05845660087541288,0.05845660087541288,0.17219491781492247
client_scaling,5001,5,joint_dirichlet_0.3,B0,3,4,1,0.8,0.7728176795580111,0.528587365326601,0.029309379732404925,0.061853352731450546,0.061853352731450546,0.16889677418779792
client_scaling,5001,10,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7641988950276243,0.49281345445282193,0.01802202298026863,0.03497905128221138,0.03497905128221138,0.18165437968338183
client_scaling,5001,10,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7666298342541437,0.5032125257313954,0.02091216032529978,0.041504061740960205,0.041504061740960205,0.17805608069744794
client_scaling,5001,10,joint_dirichlet_0.3,B0,3,10,0,1.0,0.769281767955801,0.5141706150609681,0.025137732759673376,0.04907182506727942,0.04907182506727942,0.1751389806215956
client_scaling,5001,20,joint_dirichlet_0.3,B0,1,19,1,0.95,0.7653038674033149,0.4976330299474713,0.019303532607969024,0.03420479166796751,0.03420479166796751,0.18102710623494211
client_scaling,5001,20,joint_dirichlet_0.3,B0,2,19,1,0.95,0.7686187845303868,0.5111247389192969,0.023502142311521597,0.044900813596997866,0.044900813596997866,0.17612033489048673
client_scaling,5001,20,joint_dirichlet_0.3,B0,3,19,1,0.95,0.7701657458563536,0.517980771673248,0.02609212429774342,0.05428558940513134,0.05428558940513134,0.17282219126336218
client_scaling,5002,3,joint_dirichlet_0.3,B0,1,3,0,1.0,0.765524861878453,0.49914324835365453,0.019276569877147993,0.03629029740310828,0.03629029740310828,0.1796916711455997
client_scaling,5002,3,joint_dirichlet_0.3,B0,2,3,0,1.0,0.7681767955801105,0.5095258451043101,0.022847906132260884,0.042815307861857096,0.042815307861857096,0.17677457106974748
client_scaling,5002,3,joint_dirichlet_0.3,B0,3,3,0,1.0,0.7699447513812154,0.5171935281624681,0.02576500620811307,0.053242836537560956,0.053242836537560956,0.17314930935299255
client_scaling,5002,5,joint_dirichlet_0.3,B0,1,5,0,1.0,0.7668508287292818,0.5047005398531971,0.020885197594478745,0.036558790656434775,0.036558790656434775,0.1787372796075296
client_scaling,5002,5,joint_dirichlet_0.3,B0,2,5,0,1.0,0.7695027624309392,0.5156155689838372,0.025110770028852356,0.05115733080242019,0.05115733080242019,0.1738035455322533
client_scaling,5002,5,joint_dirichlet_0.3,B0,3,5,0,1.0,0.7719337016574586,0.524237422825356,0.028709069014786273,0.06262761234569443,0.06262761234569443,0.1702052465463193
client_scaling,5002,10,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7644198895027624,0.4950432343027029,0.017640979428996208,0.031076533065256345,0.031076533065256345,0.18132726159375145
client_scaling,5002,10,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7675138121546962,0.5071185814524259,0.022874868863081918,0.04671782607881214,0.04671782607881214,0.17674760833892644
client_scaling,5002,10,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7695027624309392,0.5156155689838372,0.025110770028852356,0.05115733080242019,0.05115733080242019,0.1738035455322533
client_scaling,5002,20,joint_dirichlet_0.3,B0,1,20,0,1.0,0.7646408839779005,0.4951675515234723,0.018322178339077955,0.031076533065256345,0.031076533065256345,0.18200846050383312
client_scaling,5002,20,joint_dirichlet_0.3,B0,2,20,0,1.0,0.7670718232044199,0.5048317153555066,0.020558079504848392,0.036558790656434775,0.036558790656434775,0.17841016151789924
client_scaling,5002,20,joint_dirichlet_0.3,B0,3,20,0,1.0,0.7697237569060773,0.5157543019869988,0.025791968938934096,0.05115733080242019,0.05115733080242019,0.17448474444233497
client_scaling,5003,3,joint_dirichlet_0.3,B0,1,3,0,1.0,0.7666298342541437,0.5038921170924241,0.021566396504560492,0.04254681460853059,0.04254681460853059,0.17805608069744794
client_scaling,5003,3,joint_dirichlet_0.3,B0,2,3,0,1.0,0.7695027624309392,0.5156155689838372,0.025110770028852356,0.05115733080242019,0.05115733080242019,0.1738035455322533
client_scaling,5003,3,joint_dirichlet_0.3,B0,3,3,0,1.0,0.7721546961325967,0.5250143836307511,0.029036187104416633,0.06367036521326482,0.06367036521326482,0.16987812845668904
client_scaling,5003,5,joint_dirichlet_0.3,B0,1,5,0,1.0,0.763756906077348,0.4918627767666979,0.01802202298026863,0.033936298414641,0.033936298414641,0.18230861586264258
client_scaling,5003,5,joint_dirichlet_0.3,B0,2,5,0,1.0,0.7666298342541437,0.5032125257313954,0.02091216032529978,0.041504061740960205,0.041504061740960205,0.17805608069744794
client_scaling,5003,5,joint_dirichlet_0.3,B0,3,5,0,1.0,0.7688397790055249,0.5125822497823012,0.024483496580412663,0.046986319332138635,0.046986319332138635,0.17579321680085636
client_scaling,5003,10,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7661878453038674,0.5015884788331916,0.02025792414603906,0.039418556005819436,0.039418556005819436,0.17871031687670857
client_scaling,5003,10,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7686187845303868,0.5111247389192969,0.023502142311521597,0.044900813596997866,0.044900813596997866,0.17612033489048673
client_scaling,5003,10,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7712707182320442,0.5212606916784434,0.028081795566346587,0.05845660087541288,0.05845660087541288,0.17219491781492247
client_scaling,5003,20,joint_dirichlet_0.3,B0,1,20,0,1.0,0.7653038674033149,0.4976330299474713,0.019303532607969024,0.03420479166796751,0.03420479166796751,0.18102710623494211
client_scaling,5003,20,joint_dirichlet_0.3,B0,2,20,0,1.0,0.7675138121546962,0.5064460716412662,0.021212315684109105,0.03864429639157556,0.03864429639157556,0.1777559253386385
client_scaling,5003,20,joint_dirichlet_0.3,B0,3,20,0,1.0,0.769281767955801,0.5141706150609681,0.025137732759673376,0.04907182506727942,0.04907182506727942,0.1751389806215956
client_scaling,5004,3,joint_dirichlet_0.3,B0,1,3,0,1.0,0.7670718232044199,0.5048317153555066,0.021566396504560492,0.04358956747610099,0.04358956747610099,0.1774018445181872
client_scaling,5004,3,joint_dirichlet_0.3,B0,2,3,0,1.0,0.7690607734806629,0.5133770186447262,0.024810614670043023,0.04802907219970902,0.04802907219970902,0.17546609871122598
client_scaling,5004,3,joint_dirichlet_0.3,B0,3,3,0,1.0,0.7712707182320442,0.52253669612674,0.02838195092515592,0.06054210661055366,0.06054210661055366,0.17118660081521042
client_scaling,5004,5,joint_dirichlet_0.3,B0,1,5,0,1.0,0.7668508287292818,0.5040227262030906,0.020230961415218032,0.03551603778886439,0.03551603778886439,0.1787372796075296
client_scaling,5004,5,joint_dirichlet_0.3,B0,2,5,0,1.0,0.7690607734806629,0.5127189010089651,0.02415637849078231,0.046986319332138635,0.046986319332138635,0.17546609871122598
client_scaling,5004,5,joint_dirichlet_0.3,B0,3,5,0,1.0,0.7710497237569061,0.5211182372852545,0.027400596656264847,0.05845660087541288,0.05845660087541288,0.1715137189048408
client_scaling,5004,10,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7648618784530387,0.49599062035466784,0.01864929642870831,0.032119285932826744,0.032119285932826744,0.18168134241420275
client_scaling,5004,10,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7675138121546962,0.5064460716412662,0.021212315684109105,0.03864429639157556,0.03864429639157556,0.1777559253386385
client_scaling,5004,10,joint_dirichlet_0.3,B0,3,10,0,1.0,0.7695027624309392,0.5149630418913376,0.025464850849303736,0.0501145779348498,0.0501145779348498,0.17481186253196535
client_scaling,5004,20,joint_dirichlet_0.3,B0,1,19,1,0.95,0.7659668508287293,0.5014595804061357,0.02058504223566942,0.039418556005819436,0.039418556005819436,0.17903743496633895
client_scaling,5004,20,joint_dirichlet_0.3,B0,2,19,1,0.95,0.7695027624309392,0.5156155689838372,0.025110770028852356,0.05115733080242019,0.05115733080242019,0.1738035455322533
client_scaling,5004,20,joint_dirichlet_0.3,B0,3,19,1,0.95,0.7717127071823204,0.5240929760335266,0.029036187104416633,0.06262761234569443,0.06262761234569443,0.17053236463594967
client_scaling,5005,3,joint_dirichlet_0.3,B0,1,3,0,1.0,0.7657458563535912,0.4999595505692945,0.019603687966778346,0.03733305027067867,0.03733305027067867,0.17936455305596932
client_scaling,5005,3,joint_dirichlet_0.3,B0,2,3,0,1.0,0.7683977900552487,0.5103258849283384,0.023175024221891237,0.04385806072942748,0.04385806072942748,0.1764474529801171
client_scaling,5005,3,joint_dirichlet_0.3,B0,3,3,0,1.0,0.7706077348066298,0.5189077317277224,0.02710044129745552,0.055328342272701725,0.055328342272701725,0.17317627208381348
client_scaling,5005,5,joint_dirichlet_0.3,B0,1,5,0,1.0,0.7653038674033149,0.4976330299474713,0.019303532607969024,0.03420479166796751,0.03420479166796751,0.18102710623494211
client_scaling,5005,5,joint_dirichlet_0.3,B0,2,5,0,1.0,0.7670718232044199,0.5055077561881127,0.021212315684109105,0.037601543524005174,0.037601543524005174,0.17841016151789924
client_scaling,5005,5,joint_dirichlet_0.3,B0,3,5,0,1.0,0.7697237569060773,0.5164051282051282,0.02543788811848271,0.05220008366999057,0.05220008366999057,0.17347642744262293
client_scaling,5005,10,joint_dirichlet_0.3,B0,1,10,0,1.0,0.7648618784530387,0.4966869527910635,0.019303532607969024,0.04019281562006332,0.04019281562006332,0.17966470841477866
client_scaling,5005,10,joint_dirichlet_0.3,B0,2,10,0,1.0,0.7681767955801105,0.5088585955397803,0.02219366995300017,0.04177255499428671,0.04177255499428671,0.17677457106974748
client_scaling,5005,10,joint_dirichlet_0.3,B0,3,10,0,1.0,0.769281767955801,0.5141706150609681,0.025137732759673376,0.04907182506727942,0.04907182506727942,0.1751389806215956
client_scaling,5005,20,joint_dirichlet_0.3,B0,1,20,0,1.0,0.7657458563535912,0.4992704893525687,0.019957768787229737,0.03629029740310828,0.03629029740310828,0.18037287005568137
client_scaling,5005,20,joint_dirichlet_0.3,B0,2,20,0,1.0,0.7679558011049724,0.508724616533778,0.022520788042630524,0.04177255499428671,0.04177255499428671,0.17710168915937774
client_scaling,5005,20,joint_dirichlet_0.3,B0,3,20,0,1.0,0.7701657458563536,0.517980771673248,0.02609212429774342,0.05428558940513134,0.05428558940513134,0.17282219126336218
