run_id,suite,partition,method,metric,n,mean,std,median,ci95_low,ci95_high,minimum,maximum,client_count,policy_profile,attack_type,evidence_type,source_file,error
expanded-analysis-6df6bfb,scaling,,B0,accuracy,5,0.7706241699867198,0.0005665532272962,0.7705843293492696,0.7701859229747676,0.771062416998672,0.7700531208499336,0.7713811420982736,3.0,,,derived,outputs/revision_audit/expanded-analysis-6df6bfb/descriptive_statistics.csv,0.0004382470119521642
expanded-analysis-6df6bfb,scaling,,B0,accuracy,5,0.7707436918990703,0.0008433196344412,0.7707171314741036,0.7700796812749003,0.7714077025232404,0.7697211155378486,0.7716467463479416,5.0,,,derived,outputs/revision_audit/expanded-analysis-6df6bfb/descriptive_statistics.csv,0.0006640106241700972
expanded-analysis-6df6bfb,scaling,,B0,accuracy,5,0.7713147410358565,0.0013338186870253,0.7707835325365205,0.7704382470119521,0.7724435590969456,0.7701195219123506,0.7735059760956176,10.0,,,derived,outputs/revision_audit/expanded-analysis-6df6bfb/descriptive_statistics.csv,0.0011288180610891096
expanded-analysis-6df6bfb,scaling,,B0,accuracy,5,0.770066401062417,0.0051736186550331,0.7713811420982736,0.7653120849933599,0.7733622177954848,0.7612217795484728,0.7748339973439575,20.0,,,derived,outputs/revision_audit/expanded-analysis-6df6bfb/descriptive_statistics.csv,0.00329581673306778
expanded-analysis-6df6bfb,scaling,,B0,accuracy,5,0.7721646746347941,0.0010741795731071,0.7717131474103586,0.7714475431606905,0.7731474103585657,0.7711819389110226,0.7739043824701195,50.0,,,derived,outputs/revision_audit/expanded-analysis-6df6bfb/descriptive_statistics.csv,0.0009827357237716106
