scenario_id,seed,client_count,partition,policy_profile,attack_type,method,accuracy,macro_f1,demographic_parity_gap,equal_opportunity_gap,equalized_odds_gap,subgroup_accuracy_gap,runtime_ms,mean_label_entropy
heterogeneity_entropy,6002,10,joint_dirichlet_0.3,submitted,none,B0,0.7729747675962816,0.5170515828870371,0.0261348689228648,0.0254322534874169,0.0254322534874169,0.1792543765009739,83.53074995102361,0.5443773548444591
heterogeneity_entropy,6002,10,joint_dirichlet_0.3,submitted,none,B3,0.7591633466135458,0.4505166329399116,0.0050795941628346,0.0084317205428152,0.0084317205428152,0.191294444292551,87.96358300605789,0.5443773548444591
heterogeneity_entropy,6003,10,iid,submitted,none,B0,0.7743027888446216,0.5226220427005194,0.0276859335286051,0.0267277715546959,0.0267277715546959,0.1778875364224066,87.3424579622224,0.8092189199572832
heterogeneity_entropy,6003,10,iid,submitted,none,B3,0.7743027888446216,0.5226220427005194,0.0276859335286051,0.0267277715546959,0.0267277715546959,0.1778875364224066,79.87174997106194,0.8092189199572832
heterogeneity_entropy,6003,10,joint_dirichlet_1.0,submitted,none,B0,0.7737715803452855,0.520716164072584,0.0271996160812205,0.0262959321989362,0.0262959321989362,0.1783738538697912,81.19154098676518,0.6886146674965038
heterogeneity_entropy,6003,10,joint_dirichlet_1.0,submitted,none,B3,0.7638114209827357,0.4723381127789836,0.0113224867799745,0.0133864488124703,0.0133864488124703,0.1874167827782001,81.34895795956254,0.6886146674965038
heterogeneity_entropy,6003,10,joint_dirichlet_0.3,submitted,none,B0,0.7733067729083666,0.5186484133407726,0.0264176447459872,0.0255459254871473,0.0255459254871473,0.1787616200212263,79.8016669577919,0.5697216242907067
heterogeneity_entropy,6003,10,joint_dirichlet_0.3,submitted,none,B3,0.7632802124833997,0.4699821042982667,0.010336973820479,0.0105229426082068,0.0105229426082068,0.1882051931457965,79.1584579856135,0.5697216242907067
heterogeneity_entropy,6004,10,iid,submitted,none,B0,0.7742363877822045,0.5231621534758539,0.0283757926002519,0.0276822736227837,0.0276822736227837,0.1779860877183561,79.5149999903515,0.8093564392103113
heterogeneity_entropy,6004,10,iid,submitted,none,B3,0.7742363877822045,0.5231621534758539,0.0283757926002519,0.0276822736227837,0.0276822736227837,0.1779860877183561,84.47904197964817,0.8093564392103113
heterogeneity_entropy,6004,10,joint_dirichlet_1.0,submitted,none,B0,0.7736387782204516,0.5204348116593598,0.0268975231610088,0.0238642653504324,0.0238642653504324,0.178873049381902,81.87341596931219,0.6687206329595772
heterogeneity_entropy,6004,10,joint_dirichlet_1.0,submitted,none,B3,0.7609561752988048,0.4596290816513056,0.0073076397754956,0.0065684136929633,0.0065684136929633,0.1904461168231835,82.31825003167614,0.6687206329595772
heterogeneity_entropy,6004,10,joint_dirichlet_0.3,submitted,none,B0,0.7729083665338645,0.5174064506742304,0.0269297183228242,0.0302955871844245,0.0302955871844245,0.1784466490362884,83.56104203267023,0.58112499608145
heterogeneity_entropy,6004,10,joint_dirichlet_0.3,submitted,none,B3,0.7610889774236388,0.4604130552885353,0.007399752039082,0.0054094162685766,0.0054094162685766,0.1905511071514962,83.74991698656231,0.58112499608145
heterogeneity_entropy,6005,10,iid,submitted,none,B0,0.7743691899070385,0.5228598001156984,0.0271802989841313,0.0228189399257761,0.0228189399257761,0.1783931709668804,87.5590419746004,0.809514890573537
heterogeneity_entropy,6005,10,iid,submitted,none,B3,0.7743691899070385,0.5228598001156984,0.0271802989841313,0.0228189399257761,0.0228189399257761,0.1783931709668804,84.57037498010322,0.809514890573537
heterogeneity_entropy,6005,10,joint_dirichlet_1.0,submitted,none,B0,0.7744355909694555,0.5232917734373447,0.0274759528719799,0.0234552746378347,0.0234552746378347,0.1782946196709309,82.2444999939762,0.7252298384874801
heterogeneity_entropy,6005,10,joint_dirichlet_1.0,submitted,none,B3,0.7727755644090305,0.5155313107438741,0.0259570834280549,0.0274320809801611,0.0274320809801611,0.1792479374686109,83.21887505007908,0.7252298384874801
heterogeneity_entropy,6005,10,joint_dirichlet_0.3,submitted,none,B0,0.7737715803452855,0.520323835834245,0.027107503817634,0.0277730969793522,0.0277730969793522,0.1780717609495795,85.46766696963459,0.6328386126450587
heterogeneity_entropy,6005,10,joint_dirichlet_0.3,submitted,none,B3,0.7687915006640106,0.4961745176732437,0.0184265849312079,0.0182503537255569,0.0182503537255569,0.1830463647841015,83.34154199110344,0.6328386126450587
heterogeneity_entropy,6006,10,iid,submitted,none,B0,0.7745019920318725,0.5239169198732331,0.0279687093517276,0.026523276198397,0.026523276198397,0.1775918825345579,79.41341702826321,0.8092735055446025
heterogeneity_entropy,6006,10,iid,submitted,none,B3,0.7745019920318725,0.5239169198732331,0.0279687093517276,0.026523276198397,0.026523276198397,0.1775918825345579,79.61725001223385,0.8092735055446025
heterogeneity_entropy,6006,10,joint_dirichlet_1.0,submitted,none,B0,0.7741035856573705,0.5219081346868806,0.0276923725609682,0.0278867689790826,0.0278867689790826,0.1778810973900435,79.9041249556467,0.7027436745062323
heterogeneity_entropy,6006,10,joint_dirichlet_1.0,submitted,none,B3,0.7679946879150067,0.4929260483377574,0.0185573313889729,0.0246816755595489,0.0246816755595489,0.1827185157344374,86.07112499885261,0.7027436745062323
heterogeneity_entropy,6006,10,joint_dirichlet_0.3,submitted,none,B0,0.7733731739707835,0.5186906832303952,0.0266211863702494,0.0255459254871473,0.0255459254871473,0.1789651616454884,79.53804201679304,0.4823109663659921
heterogeneity_entropy,6006,10,joint_dirichlet_0.3,submitted,none,B3,0.7661354581673306,0.4842227229554189,0.016532827400574,0.024113315560897,0.024113315560897,0.1845716732603896,79.45641700644046,0.4823109663659921
heterogeneity_entropy,6007,10,iid,submitted,none,B0,0.7739707835325366,0.5216270695103296,0.0273902796407565,0.0254551021305788,0.0254551021305788,0.1783802929021543,83.28541700029746,0.8090696065682312
heterogeneity_entropy,6007,10,iid,submitted,none,B3,0.7739707835325366,0.5216270695103296,0.0273902796407565,0.0254551021305788,0.0254551021305788,0.1783802929021543,83.78475002245978,0.8090696065682312
heterogeneity_entropy,6007,10,joint_dirichlet_1.0,submitted,none,B0,0.7735723771580345,0.5198031704103018,0.0270089525216845,0.0271367622672937,0.0271367622672937,0.1783674148374281,80.33212495502084,0.5993624231730506
heterogeneity_entropy,6007,10,joint_dirichlet_1.0,submitted,none,B3,0.7644754316069057,0.474978753315757,0.0117038138990465,0.012341123387814,0.012341123387814,0.1870354556591281,84.32154101319611,0.5993624231730506
heterogeneity_entropy,6007,10,joint_dirichlet_0.3,submitted,none,B0,0.7733067729083666,0.5184508588506938,0.0265226350742999,0.025227758131118,0.025227758131118,0.1790637129414379,85.68958297837526,0.4443415902830606
heterogeneity_entropy,6007,10,joint_dirichlet_0.3,submitted,none,B3,0.7702523240371846,0.5035771339478222,0.0223686367691896,0.0281135417624643,0.0281135417624643,0.1808782362732116,88.10708398232237,0.4443415902830606
heterogeneity_entropy,6008,10,iid,submitted,none,B0,0.7747675962815405,0.5248642040504005,0.0277587286951024,0.0256824461300396,0.0256824461300396,0.1771976773507597,83.9975830167532,0.8090630982375892
heterogeneity_entropy,6008,10,iid,submitted,none,B3,0.7747675962815405,0.5248642040504005,0.0277587286951024,0.0256824461300396,0.0256824461300396,0.1771976773507597,82.79825001955032,0.8090630982375892
heterogeneity_entropy,6008,10,joint_dirichlet_1.0,submitted,none,B0,0.7740371845949535,0.5216699531655591,0.027291728344807,0.0254551021305788,0.0254551021305788,0.1782817416062048,83.75175000401214,0.6869181110486352
heterogeneity_entropy,6008,10,joint_dirichlet_1.0,submitted,none,B3,0.7637450199203187,0.4720733511462358,0.0112239354840249,0.013068281456441,0.013068281456441,0.1875153340741496,80.60241700150073,0.6869181110486352
heterogeneity_entropy,6008,10,joint_dirichlet_0.3,submitted,none,B0,0.7767596281540504,0.5341647068452626,0.0324763128359542,0.0327049766058454,0.0327049766058454,0.1754495101531203,82.28458400117233,0.4863969790048807
heterogeneity_entropy,6008,10,joint_dirichlet_0.3,submitted,none,B3,0.7596281540504648,0.4541776198847498,0.0062428926171398,0.0065455650498014,0.0065455650498014,0.1915108639815393,82.17304100980982,0.4863969790048807
heterogeneity_entropy,6009,10,iid,submitted,none,B0,0.7743691899070385,0.5228598001156984,0.0277844848245547,0.0270459389107252,0.0270459389107252,0.177788985126457,84.98516702093184,0.8094569973973705
heterogeneity_entropy,6009,10,iid,submitted,none,B3,0.7743691899070385,0.5228598001156984,0.0277844848245547,0.0270459389107252,0.0270459389107252,0.177788985126457,81.93233300698921,0.8094569973973705
heterogeneity_entropy,6009,10,joint_dirichlet_1.0,submitted,none,B0,0.7731739707835326,0.5183664264710249,0.026719737666199,0.0273412576235925,0.0273412576235925,0.1786566296929136,84.42300005117431,0.6529602802779418
heterogeneity_entropy,6009,10,joint_dirichlet_1.0,submitted,none,B3,0.7612881806108898,0.4609836399698421,0.0078003962552433,0.0081592504731097,0.0081592504731097,0.1899533603434359,81.92645799135789,0.6529602802779418
heterogeneity_entropy,6009,10,joint_dirichlet_0.3,submitted,none,B0,0.7728419654714476,0.5163711618948659,0.0266469424997017,0.0308182498967526,0.0308182498967526,0.178545200332238,84.06012499472126,0.6636904548767488
heterogeneity_entropy,6009,10,joint_dirichlet_0.3,submitted,none,B3,0.7756972111553785,0.5300664756018416,0.0326199373584453,0.0396589611521656,0.0396589611521656,0.1755158662872544,87.5264999922365,0.6636904548767488
heterogeneity_entropy,6010,10,iid,submitted,none,B0,0.7746347941567066,0.5240036320285437,0.0280736996800402,0.026523276198397,0.026523276198397,0.1776968728628706,83.71770899975672,0.8094080268878854
heterogeneity_entropy,6010,10,iid,submitted,none,B3,0.7746347941567066,0.5240036320285437,0.0280736996800402,0.026523276198397,0.026523276198397,0.1776968728628706,82.39629201125354,0.8094080268878854
heterogeneity_entropy,6010,10,joint_dirichlet_1.0,submitted,none,B0,0.7735723771580345,0.5198031704103018,0.0264047666812611,0.0229097632823446,0.0229097632823446,0.1789716006778515,86.7858330020681,0.6363916527157792
heterogeneity_entropy,6010,10,joint_dirichlet_1.0,submitted,none,B3,0.7623505976095617,0.4660095031547152,0.0087601530852864,0.0057504322677678,0.0057504322677678,0.18958491128909,81.51400001952425,0.6363916527157792
heterogeneity_entropy,6010,10,joint_dirichlet_0.3,submitted,none,B0,0.7731739707835326,0.5175745537085243,0.026535513139026,0.02818208769195,0.02818208769195,0.1786566296929136,86.53837500605732,0.6769835061924379
heterogeneity_entropy,6010,10,joint_dirichlet_0.3,submitted,none,B3,0.7559096945551129,0.4368129207481718,0.0020631381825772,0.005522517052228,0.005522517052228,0.1943109002728082,79.83841700479388,0.6769835061924379
