metric,mean,std,minimum,maximum
label_entropy,0.58112499608145,0.3078746850580753,0.10830625880171593,0.9981168467395193
group_entropy,0.6913447861728116,0.30610120091512105,0.13785319610516575,0.9809826349521634
source_entropy,0.8318752580334806,,,
