metric,mean,std,minimum,maximum
label_entropy,0.809514890573537,0.007424979703985608,0.7967483480661098,0.8193695883286969
group_entropy,0.9087475271434702,0.009601459345848797,0.8941435111534084,0.9249082491599133
source_entropy,0.9999999930615605,,,
