scenario_id,seed,partition,method,round,client_id,train_samples,evaluation_samples,valid_update,approved,accuracy,macro_f1,demographic_parity_gap,equal_opportunity_gap,equalized_odds_gap,subgroup_accuracy_gap,undefined_metrics,runtime_ms
adult_core,2001,iid,B0,3,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.1617080017458647
adult_core,2001,iid,B0,3,7,2050,513,True,True,0.7797270955165692,0.5119180931051032,0.020023536741545812,0.02608213096559378,0.02608213096559378,0.18453843757571564,,1.1591249785851687
adult_core,2001,iid,B0,3,8,2050,513,True,True,0.7621832358674464,0.4626888736263736,0.011560693641618497,0.03773584905660377,0.03773584905660377,0.17503720881935558,,1.159290986834094
adult_core,2001,iid,B0,3,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.155083009507507
adult_core,2001,iid,B0,4,0,2051,513,True,True,0.7777777777777778,0.5285230570783619,0.029788672865595944,0.05453618756371051,0.05453618756371051,0.18983939137785288,,1.1782910150941461
adult_core,2001,iid,B0,4,1,2051,513,True,True,0.7816764132553606,0.5067307692307692,0.005157315426949569,0.04901960784313725,0.04901960784313725,0.181648264165311,,1.185000000987202
adult_core,2001,iid,B0,4,2,2051,513,True,True,0.7621832358674464,0.47639046917876987,0.011094416101754141,0.000449236298292896,0.00411522633744856,0.1703123908029911,,1.1720830225385725
adult_core,2001,iid,B0,4,3,2051,513,True,True,0.7660818713450293,0.5262574647540479,0.01804368471035138,0.06756756756756756,0.06756756756756756,0.19753086419753085,,1.1653330002445728
adult_core,2001,iid,B0,4,4,2051,513,True,True,0.7582846003898636,0.47445472571050895,0.007198266825075128,0.0059026069847515975,0.016557423767455115,0.1670801593402753,,1.1849170259665698
adult_core,2001,iid,B0,4,5,2051,513,True,True,0.7719298245614035,0.5071884262642352,0.028901734104046242,0.09259259259259259,0.09259259259259259,0.16946453912983284,,1.1942500132136047
adult_core,2001,iid,B0,4,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.18433398893103
adult_core,2001,iid,B0,4,7,2050,513,True,True,0.7875243664717348,0.5408849441265098,0.03158423038316431,0.06381798002219756,0.06381798002219756,0.17297774393409715,,1.1977499816566706
adult_core,2001,iid,B0,4,8,2050,513,True,True,0.7641325536062378,0.47736362182050873,0.02023121387283237,0.05660377358490566,0.05660377358490566,0.17214703540895093,,1.1755829909816384
adult_core,2001,iid,B0,4,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.1670000094454736
adult_core,2001,iid,B0,5,0,2051,513,True,True,0.783625730994152,0.5490342047533441,0.038664412510566355,0.08205912334352702,0.08205912334352702,0.18096365173288242,,1.2185829982627183
adult_core,2001,iid,B0,5,1,2051,513,True,True,0.7855750487329435,0.5218120805369127,0.010937662247758818,0.029411764705882346,0.029411764705882346,0.1758679173445018,,1.213000010466203
adult_core,2001,iid,B0,5,2,2051,513,True,True,0.7680311890838206,0.49876429679866663,0.019690404640436088,0.027852650494159928,0.027852650494159928,0.16171640226430917,,1.2057920102961361
adult_core,2001,iid,B0,5,3,2051,513,True,True,0.7719298245614035,0.5506367495451789,0.023266856600189935,0.0960960960960961,0.0960960960960961,0.198005698005698,,1.2045000039506704
adult_core,2001,iid,B0,5,4,2051,513,True,True,0.7602339181286549,0.48191603786752935,0.004332937312181144,0.003443187407771768,0.016557423767455115,0.16421482982738134,,1.2116669968236238
adult_core,2001,iid,B0,5,5,2051,513,True,True,0.7699805068226121,0.5060223266745006,0.031791907514450865,0.09259259259259259,0.09259259259259259,0.1723547125402375,,1.2076249986421317
adult_core,2001,iid,B0,5,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.2262919917702675
adult_core,2001,iid,B0,5,7,2050,513,True,True,0.7933723196881092,0.5616091583360207,0.04025475061437818,0.09211986681465038,0.09211986681465038,0.1643072237028833,,1.2152080016676337
adult_core,2001,iid,B0,5,8,2050,513,True,True,0.7641325536062378,0.4839506172839506,0.02601156069364162,0.0660377358490566,0.0660377358490566,0.17214703540895093,,1.2007089972030371
adult_core,2001,iid,B0,5,9,2050,513,True,True,0.7699805068226121,0.5341531736748137,0.019174503657262282,0.009781089892873782,0.009781089892873782,0.17826541274817131,,1.2015000102110207
adult_core,2001,iid,B1,1,0,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.014995773457311921,0.008664627930682983,0.008664627930682983,0.20463229078613687,,1.3190419995225966
adult_core,2001,iid,B1,1,1,2051,513,True,True,0.7758284600389863,0.4761820199778024,0.008462843099927312,0.0196078431372549,0.0196078431372549,0.19031878439652494,,1.2185420200694352
adult_core,2001,iid,B1,1,2,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.005363757075966175,0.019317160826594786,0.019317160826594786,0.17604304982877905,,1.2568340171128511
adult_core,2001,iid,B1,1,3,2051,513,True,True,0.7621832358674464,0.5072278911564626,0.006647673314339984,0.09459459459459459,0.09459459459459459,0.20322886989553657,,1.2077090214006603
adult_core,2001,iid,B1,1,4,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.009696694388147319,0.024594195769798325,0.024594195769798325,0.17604304982877905,,1.223041006596759
adult_core,2001,iid,B1,1,5,2051,513,True,True,0.7641325536062378,0.47736362182050873,0.017341040462427744,0.05555555555555555,0.05555555555555555,0.18102523277145133,,1.3189580058678985
adult_core,2001,iid,B1,1,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.2237500050105155
adult_core,2001,iid,B1,1,7,2050,513,True,True,0.7777777777777778,0.5044234289200732,0.017133363331141183,0.01664816870144284,0.01664816870144284,0.1874286109861203,,1.2290409940760583
adult_core,2001,iid,B1,1,8,2050,513,True,True,0.7582846003898636,0.4465826837416481,0.005780346820809248,0.018867924528301886,0.018867924528301886,0.18081755564016477,,1.2410829949658364
adult_core,2001,iid,B1,1,9,2050,513,True,True,0.7641325536062378,0.5140866570120162,0.010553814002089865,0.0167675826734979,0.0167675826734979,0.1868861024033438,,1.2343339913059026
adult_core,2001,iid,B1,2,0,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.014995773457311921,0.008664627930682983,0.008664627930682983,0.20463229078613687,,1.2287089775782079
adult_core,2001,iid,B1,2,1,2051,513,True,True,0.7777777777777778,0.48428571428571426,0.0024748191478315036,0.0784313725490196,0.0784313725490196,0.1963068083486207,,1.2403330183587968
adult_core,2001,iid,B1,2,2,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.005363757075966175,0.019317160826594786,0.019317160826594786,0.17604304982877905,,1.1847090208902955
adult_core,2001,iid,B1,2,3,2051,513,True,True,0.7621832358674464,0.5072278911564626,0.006647673314339984,0.09459459459459459,0.09459459459459459,0.20322886989553657,,1.167625014204532
adult_core,2001,iid,B1,2,4,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.009696694388147319,0.024594195769798325,0.024594195769798325,0.17604304982877905,,1.1569999915082008
adult_core,2001,iid,B1,2,5,2051,513,True,True,0.7641325536062378,0.47736362182050873,0.017341040462427744,0.05555555555555555,0.05555555555555555,0.18102523277145133,,1.1542499996721745
adult_core,2001,iid,B1,2,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.159665989689529
adult_core,2001,iid,B1,2,7,2050,513,True,True,0.7777777777777778,0.5044234289200732,0.017133363331141183,0.01664816870144284,0.01664816870144284,0.1874286109861203,,1.3342500024009496
adult_core,2001,iid,B1,2,8,2050,513,True,True,0.7621832358674464,0.4626888736263736,0.011560693641618497,0.03773584905660377,0.03773584905660377,0.17503720881935558,,1.1663330078590661
adult_core,2001,iid,B1,2,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.1795829923357815
adult_core,2001,iid,B1,3,0,2051,513,True,True,0.7699805068226121,0.4998843357567746,0.017954353338968724,0.01783893985728849,0.01783893985728849,0.20167371090448005,,1.1822910164482892
adult_core,2001,iid,B1,3,1,2051,513,True,True,0.7777777777777778,0.48428571428571426,0.0024748191478315036,0.0784313725490196,0.0784313725490196,0.1963068083486207,,1.1790829885285348
adult_core,2001,iid,B1,3,2,2051,513,True,True,0.7602339181286549,0.4687250039993601,0.008229086588860159,0.009883198562443844,0.009883198562443844,0.17317772031588508,,1.1708330130204558
adult_core,2001,iid,B1,3,3,2051,513,True,True,0.7660818713450293,0.5208592777085927,0.012345679012345678,0.07657657657657657,0.07657657657657657,0.19753086419753085,,1.2093340046703815
adult_core,2001,iid,B1,3,4,2051,513,True,True,0.7563352826510721,0.46008638617821146,0.006831364875253336,0.024594195769798325,0.024594195769798325,0.17890837934167303,,1.192249997984618
adult_core,2001,iid,B1,3,5,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.023121387283236993,0.07407407407407407,0.07407407407407407,0.17524488595064203,,1.2450829963199794
adult_core,2001,iid,B1,3,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.262167003005743
adult_core,2001,iid,B1,3,7,2050,513,True,True,0.7797270955165692,0.5119180931051032,0.020023536741545812,0.02608213096559378,0.02608213096559378,0.18453843757571564,,1.2123339984100312
adult_core,2001,iid,B1,3,8,2050,513,True,True,0.7621832358674464,0.4626888736263736,0.011560693641618497,0.03773584905660377,0.03773584905660377,0.17503720881935558,,1.1662500037346035
adult_core,2001,iid,B1,3,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.204541011247784
adult_core,2001,iid,B1,4,0,2051,513,True,True,0.7777777777777778,0.5285230570783619,0.029788672865595944,0.05453618756371051,0.05453618756371051,0.18983939137785288,,1.310250023379922
adult_core,2001,iid,B1,4,1,2051,513,True,True,0.7816764132553606,0.5067307692307692,0.005157315426949569,0.04901960784313725,0.04901960784313725,0.181648264165311,,1.2437500117812306
adult_core,2001,iid,B1,4,2,2051,513,True,True,0.7621832358674464,0.47639046917876987,0.011094416101754141,0.000449236298292896,0.00411522633744856,0.1703123908029911,,1.2167499808128923
adult_core,2001,iid,B1,4,3,2051,513,True,True,0.7660818713450293,0.5262574647540479,0.01804368471035138,0.06756756756756756,0.06756756756756756,0.19753086419753085,,1.2517080176621675
adult_core,2001,iid,B1,4,4,2051,513,True,True,0.7582846003898636,0.47445472571050895,0.007198266825075128,0.0059026069847515975,0.016557423767455115,0.1670801593402753,,1.2210829881951213
adult_core,2001,iid,B1,4,5,2051,513,True,True,0.7719298245614035,0.5071884262642352,0.028901734104046242,0.09259259259259259,0.09259259259259259,0.16946453912983284,,1.261750003322959
adult_core,2001,iid,B1,4,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.212832983583212
adult_core,2001,iid,B1,4,7,2050,513,True,True,0.7875243664717348,0.5408849441265098,0.03158423038316431,0.06381798002219756,0.06381798002219756,0.17297774393409715,,1.2168330140411854
adult_core,2001,iid,B1,4,8,2050,513,True,True,0.7641325536062378,0.47736362182050873,0.02023121387283237,0.05660377358490566,0.05660377358490566,0.17214703540895093,,1.2744579871650785
adult_core,2001,iid,B1,4,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.2102909968234599
adult_core,2001,iid,B1,5,0,2051,513,True,True,0.783625730994152,0.5490342047533441,0.038664412510566355,0.08205912334352702,0.08205912334352702,0.18096365173288242,,1.2712079915218055
adult_core,2001,iid,B1,5,1,2051,513,True,True,0.7855750487329435,0.5218120805369127,0.010937662247758818,0.029411764705882346,0.029411764705882346,0.1758679173445018,,1.3152500032447278
adult_core,2001,iid,B1,5,2,2051,513,True,True,0.7680311890838206,0.49876429679866663,0.019690404640436088,0.027852650494159928,0.027852650494159928,0.16171640226430917,,1.3516249891836196
adult_core,2001,iid,B1,5,3,2051,513,True,True,0.7719298245614035,0.5506367495451789,0.023266856600189935,0.0960960960960961,0.0960960960960961,0.198005698005698,,1.2898750137537718
adult_core,2001,iid,B1,5,4,2051,513,True,True,0.7602339181286549,0.48191603786752935,0.004332937312181144,0.003443187407771768,0.016557423767455115,0.16421482982738134,,1.2888750061392784
adult_core,2001,iid,B1,5,5,2051,513,True,True,0.7699805068226121,0.5060223266745006,0.031791907514450865,0.09259259259259259,0.09259259259259259,0.1723547125402375,,1.348958001472056
adult_core,2001,iid,B1,5,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.3887919776607305
adult_core,2001,iid,B1,5,7,2050,513,True,True,0.7933723196881092,0.5616091583360207,0.04025475061437818,0.09211986681465038,0.09211986681465038,0.1643072237028833,,1.3003330095671117
adult_core,2001,iid,B1,5,8,2050,513,True,True,0.7641325536062378,0.4839506172839506,0.02601156069364162,0.0660377358490566,0.0660377358490566,0.17214703540895093,,1.3035410083830357
adult_core,2001,iid,B1,5,9,2050,513,True,True,0.7699805068226121,0.5341531736748137,0.019174503657262282,0.009781089892873782,0.009781089892873782,0.17826541274817131,,1.3194159837439656
adult_core,2001,iid,B3,1,0,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.014995773457311921,0.008664627930682983,0.008664627930682983,0.20463229078613687,,1.3957080082036555
adult_core,2001,iid,B3,1,1,2051,513,True,True,0.7758284600389863,0.4761820199778024,0.008462843099927312,0.0196078431372549,0.0196078431372549,0.19031878439652494,,1.2862079893238842
adult_core,2001,iid,B3,1,2,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.005363757075966175,0.019317160826594786,0.019317160826594786,0.17604304982877905,,1.2639579945243895
adult_core,2001,iid,B3,1,3,2051,513,True,True,0.7621832358674464,0.5072278911564626,0.006647673314339984,0.09459459459459459,0.09459459459459459,0.20322886989553657,,1.2498750002123415
adult_core,2001,iid,B3,1,4,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.009696694388147319,0.024594195769798325,0.024594195769798325,0.17604304982877905,,1.268291991436854
adult_core,2001,iid,B3,1,5,2051,513,True,True,0.7641325536062378,0.47736362182050873,0.017341040462427744,0.05555555555555555,0.05555555555555555,0.18102523277145133,,1.5873750089667737
adult_core,2001,iid,B3,1,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.4421659871004522
adult_core,2001,iid,B3,1,7,2050,513,True,True,0.7777777777777778,0.5044234289200732,0.017133363331141183,0.01664816870144284,0.01664816870144284,0.1874286109861203,,1.3430420076474547
adult_core,2001,iid,B3,1,8,2050,513,True,True,0.7582846003898636,0.4465826837416481,0.005780346820809248,0.018867924528301886,0.018867924528301886,0.18081755564016477,,1.2742920080199838
adult_core,2001,iid,B3,1,9,2050,513,True,True,0.7641325536062378,0.5140866570120162,0.010553814002089865,0.0167675826734979,0.0167675826734979,0.1868861024033438,,1.4515829971060157
adult_core,2001,iid,B3,2,0,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.014995773457311921,0.008664627930682983,0.008664627930682983,0.20463229078613687,,1.392750011291355
adult_core,2001,iid,B3,2,1,2051,513,True,True,0.7777777777777778,0.48428571428571426,0.0024748191478315036,0.0784313725490196,0.0784313725490196,0.1963068083486207,,1.3380830059759319
adult_core,2001,iid,B3,2,2,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.005363757075966175,0.019317160826594786,0.019317160826594786,0.17604304982877905,,1.471333991503343
adult_core,2001,iid,B3,2,3,2051,513,True,True,0.7621832358674464,0.5072278911564626,0.006647673314339984,0.09459459459459459,0.09459459459459459,0.20322886989553657,,1.3864580250810832
adult_core,2001,iid,B3,2,4,2051,513,True,True,0.7582846003898636,0.4609517998779744,0.009696694388147319,0.024594195769798325,0.024594195769798325,0.17604304982877905,,1.3386250066105276
adult_core,2001,iid,B3,2,5,2051,513,True,True,0.7641325536062378,0.47736362182050873,0.017341040462427744,0.05555555555555555,0.05555555555555555,0.18102523277145133,,1.3237500097602606
adult_core,2001,iid,B3,2,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.3043329818174243
adult_core,2001,iid,B3,2,7,2050,513,True,True,0.7777777777777778,0.5044234289200732,0.017133363331141183,0.01664816870144284,0.01664816870144284,0.1874286109861203,,1.3000420003663749
adult_core,2001,iid,B3,2,8,2050,513,True,True,0.7621832358674464,0.4626888736263736,0.011560693641618497,0.03773584905660377,0.03773584905660377,0.17503720881935558,,1.2982499902136624
adult_core,2001,iid,B3,2,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.3210829929448664
adult_core,2001,iid,B3,3,0,2051,513,True,True,0.7699805068226121,0.4998843357567746,0.017954353338968724,0.01783893985728849,0.01783893985728849,0.20167371090448005,,1.3407499936874956
adult_core,2001,iid,B3,3,1,2051,513,True,True,0.7777777777777778,0.48428571428571426,0.0024748191478315036,0.0784313725490196,0.0784313725490196,0.1963068083486207,,1.3237499806564301
adult_core,2001,iid,B3,3,2,2051,513,True,True,0.7602339181286549,0.4687250039993601,0.008229086588860159,0.009883198562443844,0.009883198562443844,0.17317772031588508,,1.3147499994374812
adult_core,2001,iid,B3,3,3,2051,513,True,True,0.7660818713450293,0.5208592777085927,0.012345679012345678,0.07657657657657657,0.07657657657657657,0.19753086419753085,,1.3026249944232404
adult_core,2001,iid,B3,3,4,2051,513,True,True,0.7563352826510721,0.46008638617821146,0.006831364875253336,0.024594195769798325,0.024594195769798325,0.17890837934167303,,1.3086670078337193
adult_core,2001,iid,B3,3,5,2051,513,True,True,0.7680311890838206,0.4924803591470258,0.023121387283236993,0.07407407407407407,0.07407407407407407,0.17524488595064203,,1.3402920158114284
adult_core,2001,iid,B3,3,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.3275829842314124
adult_core,2001,iid,B3,3,7,2050,513,True,True,0.7797270955165692,0.5119180931051032,0.020023536741545812,0.02608213096559378,0.02608213096559378,0.18453843757571564,,1.3083750091027468
adult_core,2001,iid,B3,3,8,2050,513,True,True,0.7621832358674464,0.4626888736263736,0.011560693641618497,0.03773584905660377,0.03773584905660377,0.17503720881935558,,1.4505420112982392
adult_core,2001,iid,B3,3,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.3464170042425394
adult_core,2001,iid,B3,4,0,2051,513,True,True,0.7777777777777778,0.5285230570783619,0.029788672865595944,0.05453618756371051,0.05453618756371051,0.18983939137785288,,1.3140420196577907
adult_core,2001,iid,B3,4,1,2051,513,True,True,0.7816764132553606,0.5067307692307692,0.005157315426949569,0.04901960784313725,0.04901960784313725,0.181648264165311,,1.3048330147285014
adult_core,2001,iid,B3,4,2,2051,513,True,True,0.7621832358674464,0.47639046917876987,0.011094416101754141,0.000449236298292896,0.00411522633744856,0.1703123908029911,,1.308457984123379
adult_core,2001,iid,B3,4,3,2051,513,True,True,0.7660818713450293,0.5262574647540479,0.01804368471035138,0.06756756756756756,0.06756756756756756,0.19753086419753085,,1.2865829921793193
adult_core,2001,iid,B3,4,4,2051,513,True,True,0.7582846003898636,0.47445472571050895,0.007198266825075128,0.0059026069847515975,0.016557423767455115,0.1670801593402753,,1.32079201284796
adult_core,2001,iid,B3,4,5,2051,513,True,True,0.7719298245614035,0.5071884262642352,0.028901734104046242,0.09259259259259259,0.09259259259259259,0.16946453912983284,,1.309957995545119
adult_core,2001,iid,B3,4,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.3340839941520244
adult_core,2001,iid,B3,4,7,2050,513,True,True,0.7875243664717348,0.5408849441265098,0.03158423038316431,0.06381798002219756,0.06381798002219756,0.17297774393409715,,1.296083995839581
adult_core,2001,iid,B3,4,8,2050,513,True,True,0.7641325536062378,0.47736362182050873,0.02023121387283237,0.05660377358490566,0.05660377358490566,0.17214703540895093,,1.2832090142183006
adult_core,2001,iid,B3,4,9,2050,513,True,True,0.7660818713450293,0.5208592777085927,0.013427377220480673,0.007918025151374006,0.007918025151374006,0.18401253918495297,,1.2884160096291453
adult_core,2001,iid,B3,5,0,2051,513,True,True,0.783625730994152,0.5490342047533441,0.038664412510566355,0.08205912334352702,0.08205912334352702,0.18096365173288242,,1.3047500106040388
adult_core,2001,iid,B3,5,1,2051,513,True,True,0.7855750487329435,0.5218120805369127,0.010937662247758818,0.029411764705882346,0.029411764705882346,0.1758679173445018,,1.3187080039642751
adult_core,2001,iid,B3,5,2,2051,513,True,True,0.7680311890838206,0.49876429679866663,0.019690404640436088,0.027852650494159928,0.027852650494159928,0.16171640226430917,,1.2942920147906989
adult_core,2001,iid,B3,5,3,2051,513,True,True,0.7719298245614035,0.5506367495451789,0.023266856600189935,0.0960960960960961,0.0960960960960961,0.198005698005698,,1.3389999803621322
adult_core,2001,iid,B3,5,4,2051,513,True,True,0.7602339181286549,0.48191603786752935,0.004332937312181144,0.003443187407771768,0.016557423767455115,0.16421482982738134,,1.3162080140318722
adult_core,2001,iid,B3,5,5,2051,513,True,True,0.7699805068226121,0.5060223266745006,0.031791907514450865,0.09259259259259259,0.09259259259259259,0.1723547125402375,,1.2887500051874667
adult_core,2001,iid,B3,5,6,2051,513,True,True,0.7602339181286549,0.542273291114448,0.048925270845592055,0.09644874899112188,0.09644874899112188,0.17792738222976023,,1.2919169967062771
adult_core,2001,iid,B3,5,7,2050,513,True,True,0.7933723196881092,0.5616091583360207,0.04025475061437818,0.09211986681465038,0.09211986681465038,0.1643072237028833,,1.284166006371379
adult_core,2001,iid,B3,5,8,2050,513,True,True,0.7641325536062378,0.4839506172839506,0.02601156069364162,0.0660377358490566,0.0660377358490566,0.17214703540895093,,1.3037919998168945
adult_core,2001,iid,B3,5,9,2050,513,True,True,0.7699805068226121,0.5341531736748137,0.019174503657262282,0.009781089892873782,0.009781089892873782,0.17826541274817131,,1.3072919973637909
adult_core,2001,joint_dirichlet_0.3,B0,1,0,272,69,True,True,0.8405797101449275,0.4566929133858268,0.0,,,1.0,"equal_opportunity_gap,equalized_odds_gap,false_positive_rate_gap",0.8182919991668314
