metric,mean,std,minimum,maximum
label_entropy,0.5993624231730506,0.2502079197314729,0.12038416677095613,0.9601587056203342
group_entropy,0.6982315035062273,0.17501945724312695,0.35025623258917227,0.9257915546465489
source_entropy,0.9353842520884227,,,
