metric,mean,std,minimum,maximum
label_entropy,0.8092189199572832,0.01634453880741838,0.7835984111912652,0.8396229961114703
group_entropy,0.9088347020395883,0.007815076771041995,0.8929346118827093,0.9203618869027642
source_entropy,0.9999999930615605,,,
