suite,partition,method,metric,n,mean,std,median,ci95_low,ci95_high,minimum,maximum,client_count
compas,joint_dirichlet_0.3,B5,accuracy,10,0.5422979797979799,0.04893117988142783,0.5290404040404041,0.5143939393939394,0.5720959595959596,0.4709595959595959,0.6388888888888888,
compas,joint_dirichlet_0.3,B5,macro_f1,10,0.40988179037499195,0.10003871063921503,0.3565756663590563,0.3555439225974739,0.4723674243323653,0.3201716738197425,0.5974894624236781,
compas,joint_dirichlet_0.3,B5,demographic_parity_gap,10,0.04883257100308476,0.07205907176246154,0.00530528667163065,0.01049622380597808,0.0947756222742261,0.0,0.2009360706307839,
compas,joint_dirichlet_0.3,B5,equal_opportunity_gap,10,0.04278863803230541,0.0734183299358144,0.00781249999999995,0.00917538546255504,0.09231638904185017,0.0,0.2368529735682819,
compas,joint_dirichlet_0.3,B5,equalized_odds_gap,10,0.05997478438694379,0.08518810990658006,0.00870923208964885,0.01418410425844344,0.11251323536115469,0.0,0.2368529735682819,
compas,joint_dirichlet_0.3,B5,subgroup_accuracy_gap,10,0.09835921710456333,0.04584737438083579,0.12651579619189446,0.0692018136368471,0.1233671949792575,0.0045473885756834,0.1307041804063398,
compas,joint_dirichlet_0.3,B5,runtime_ms,10,70.61869580647908,3.1818262745708905,70.87468751706183,68.77067815235932,72.52350246693823,65.31379098305479,76.77512499503791,
scaling,,B0,accuracy,5,0.7706241699867198,0.0005665532272962065,0.7705843293492696,0.7701859229747676,0.771062416998672,0.7700531208499336,0.7713811420982736,3.0
scaling,,B0,macro_f1,5,0.5058260518990048,0.0028648387911911345,0.505230644801839,0.5035790774370545,0.5080730263609547,0.5030421868774512,0.5094159697029833,3.0
scaling,,B0,demographic_parity_gap,5,0.02332542482418678,0.0011277241175884705,0.0229535055125238,0.0224461899994766,0.02420465964889696,0.02227008547324,0.0247145507748893,3.0
scaling,,B0,equal_opportunity_gap,5,0.02911808235907668,0.0018661092785257818,0.0282272137621947,0.027754475335175298,0.03071348886785542,0.0274772070504058,0.0318407266782471,3.0
scaling,,B0,equalized_odds_gap,5,0.02911808235907668,0.0018661092785257818,0.0282272137621947,0.027754475335175298,0.03071348886785542,0.0274772070504058,0.0318407266782471,3.0
scaling,,B0,subgroup_accuracy_gap,5,0.1805076047680212,0.0007023441764039745,0.1806875727136756,0.17993729505798645,0.18103720615320348,0.1795049571622811,0.1811738901610602,3.0
scaling,,B0,runtime_ms,5,38.515708001796156,3.4317559217700744,40.12591700302437,35.78713280148804,41.118333011399955,34.22679100185633,41.970541002228856,3.0
scaling,,B5,accuracy,5,0.7883798140770253,0.03011652376101723,0.8088977423638778,0.7657503320053122,0.8106241699867198,0.7543160690571049,0.8128818061088977,3.0
scaling,,B5,macro_f1,5,0.6181883322364611,0.16782831189854458,0.7217723907735627,0.4922001378276689,0.7441765266452531,0.4299772899318698,0.7501217374973354,3.0
scaling,,B5,demographic_parity_gap,5,0.12444324686020443,0.11826422843239791,0.1469737420472684,0.030372534530113397,0.21851395919029545,0.0,0.2365938794570214,3.0
scaling,,B5,equal_opportunity_gap,5,0.1165052314824599,0.11106912274950143,0.1305708562129173,0.02880048621912642,0.2051054150713077,0.0,0.2273182947372148,3.0
scaling,,B5,equalized_odds_gap,5,0.1165052314824599,0.11106912274950143,0.1305708562129173,0.0279050478936121,0.2051054150713077,0.0,0.2273182947372148,3.0
