metric,mean,std,minimum,maximum
label_entropy,0.8090775675536482,0.019327797333954306,0.7795582229878596,0.8436896433785716
group_entropy,0.9087619174129749,0.009597367651327734,0.8911226835122944,0.9180356041740556
source_entropy,0.9999999930615605,,,
