metric,mean,std,minimum,maximum
label_entropy,0.8094080268878854,0.011545757711861454,0.7928542429328376,0.8282850314436421
group_entropy,0.9087308284159775,0.009888697113794717,0.8938344104100122,0.9256522611194989
source_entropy,0.9999999930615605,,,
