metric,mean,std,minimum,maximum
label_entropy,0.7027436745062323,0.28108467301246304,0.2300951035260069,0.9909374148437117
group_entropy,0.7525394027700045,0.2544741977812602,0.29418299646579205,0.999792765854127
source_entropy,0.9529362250192539,,,
