scenario_id,seed,client_count,partition,policy_profile,method,round,aggregation_status,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
threshold_sensitivity,7006,10,joint_dirichlet_0.3,moderate,B3,5,updated,2,8,0.2,0.7619889502762431,0.47408256021866246,0.011641437572587683,0.016983759280188318,0.016983759280188318,0.18895882857853374
threshold_sensitivity,7006,10,joint_dirichlet_0.3,strict,B3,1,skipped_no_eligible_clients,0,10,0.0,0.24883977900552487,0.19925676871350204,0.0,0.0,0.0,0.19994602997186073
threshold_sensitivity,7006,10,joint_dirichlet_0.3,strict,B3,2,skipped_no_eligible_clients,0,10,0.0,0.24883977900552487,0.19925676871350204,0.0,0.0,0.0,0.19994602997186073
threshold_sensitivity,7006,10,joint_dirichlet_0.3,strict,B3,3,skipped_no_eligible_clients,0,10,0.0,0.24883977900552487,0.19925676871350204,0.0,0.0,0.0,0.19994602997186073
threshold_sensitivity,7006,10,joint_dirichlet_0.3,strict,B3,4,skipped_no_eligible_clients,0,10,0.0,0.24883977900552487,0.19925676871350204,0.0,0.0,0.0,0.19994602997186073
threshold_sensitivity,7006,10,joint_dirichlet_0.3,strict,B3,5,skipped_no_eligible_clients,0,10,0.0,0.24883977900552487,0.19925676871350204,0.0,0.0,0.0,0.19994602997186073
threshold_sensitivity,7007,10,joint_dirichlet_0.3,lenient,B3,1,updated,8,2,0.8,0.7668508287292818,0.5087203393973074,0.025818931669755123,0.035784531042190905,0.035784531042190905,0.18176223060666585
threshold_sensitivity,7007,10,joint_dirichlet_0.3,lenient,B3,2,updated,7,3,0.7,0.7661878453038674,0.5029525188293416,0.023583030503984692,0.034473284921294006,0.034473284921294006,0.18274358487555697
threshold_sensitivity,7007,10,joint_dirichlet_0.3,lenient,B3,3,updated,7,3,0.7,0.7666298342541437,0.5059173286282568,0.02352910504234263,0.03161351957190937,0.03161351957190937,0.18208934869629623
threshold_sensitivity,7007,10,joint_dirichlet_0.3,lenient,B3,4,updated,7,3,0.7,0.7670718232044199,0.5081895029830258,0.024837577400864057,0.03474177817462052,0.03474177817462052,0.18143511251703548
threshold_sensitivity,7007,10,joint_dirichlet_0.3,lenient,B3,5,updated,7,3,0.7,0.7679558011049724,0.5126923076923077,0.02745452211790691,0.04099829538004283,0.04099829538004283,0.1801266401585141
