metric,mean,std,minimum,maximum
label_entropy,0.6769835061924379,0.4129149740492238,0.09838659503171539,0.9963837410573769
group_entropy,0.6385169951254017,0.3426288498974738,0.11557063748670965,0.9995061873251404
source_entropy,0.8945139214251502,,,
