metric,mean,std,minimum,maximum
label_entropy,0.8093564392103113,0.012703095024121485,0.7967483480661098,0.8413078911644716
group_entropy,0.9087287026478762,0.010248911200191016,0.8855878307651859,0.9192031833961353
source_entropy,0.9999999930615605,,,
