mode,alpha,seed,client_count,sample_count,minimum_samples,attempts,partition_checksum
iid,,6008,10,25637,50,1,03eeaa1fe92e7e64ac8424e1e27e0d3216ac6d1a5dc12fa704cb8ca5f49a622e
