metric,mean,std,minimum,maximum
label_entropy,0.6529602802779418,0.28386102877965325,0.19301178288101284,0.995107793366839
group_entropy,0.770970612906453,0.19682477425558628,0.47904824883669345,0.9988011471375157
source_entropy,0.9587099495401489,,,
