metric,mean,std,minimum,maximum
label_entropy,0.6687206329595772,0.24526966628610625,0.31035101076225624,0.9935759856719977
group_entropy,0.7852826363826939,0.21115659629371142,0.3104797691640404,0.9999993711230678
source_entropy,0.9192806326275397,,,
