metric,mean,std,minimum,maximum
label_entropy,0.46675979328012085,0.2938341980965129,0.10740377006852739,0.9123862448079694
group_entropy,0.4048667593233466,0.3601849594694206,0.012690862482195293,0.9880859695849157
source_entropy,0.7814409859528624,,,
