scenario_id,seed,client_count,partition,policy_profile,attack_type,method,round,client_id,malicious_client,train_samples,evaluation_samples,valid_update,approved,accuracy,macro_f1,demographic_parity_gap,equal_opportunity_gap,equalized_odds_gap,subgroup_accuracy_gap,undefined_metrics,runtime_ms
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,3,False,1432,358,True,False,0.9413407821229051,0.4848920863309353,,,,,"comparison_groups,subgroup_accuracy_gap",1.1087919992860407
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,4,True,1224,307,True,False,0.8697068403908795,0.8683646342509219,0.7604220499569337,0.09202453987730064,0.6434494195688225,0.005426356589147252,,1.0014170256908983
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,5,False,1093,274,False,False,,,,,,,,0.02079200930893421
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,6,False,8685,2172,True,True,0.7366482504604052,0.7003450032416412,0.20741730512270853,,,0.2276716621646303,"equal_opportunity_gap,equalized_odds_gap",3.7515839794650674
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,7,False,169,43,True,False,0.9302325581395349,0.9288472145615003,0.8644444444444445,,,0.02444444444444438,"equal_opportunity_gap,equalized_odds_gap,false_positive_rate_gap",0.717708986485377
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,8,False,206,52,True,True,0.9423076923076923,0.48514851485148514,0.0,0.0,0.0,0.012612612612612595,,0.6817090034019202
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,9,False,3320,830,True,True,0.8361445783132531,0.48933244060006154,0.010211142705952816,0.0364963503649635,0.0364963503649635,0.3215463252097761,,1.6735829995013773
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,3,0,True,2882,721,True,True,0.9625520110957004,0.49045936395759715,0.0,0.0,0.0,0.0752382295780829,,1.5465830219909549
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,3,1,False,889,223,True,True,0.9955156950672646,0.49887640449438203,0.0,,,0.008547008547008517,"equal_opportunity_gap,equalized_odds_gap",0.9053329995367676
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,3,2,False,605,152,True,True,0.9144736842105263,0.47766323024054985,0.0,0.0,0.0,0.6577464788732394,,1.0682499851100147
