scenario_id,seed,client_count,partition,policy_profile,attack_type,method,round,aggregation_status,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,1,updated,9,1,0.9,0.7856353591160221,0.5939543064109567,0.05654820000374359,0.09894912989453834,0.09894912989453834,0.14891560798952508
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,updated,9,1,0.9,0.7874033149171271,0.6005130040563111,0.05810290225943228,0.09635785779848022,0.09635785779848022,0.14730698027219435
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,3,updated,9,1,0.9,0.7878453038674034,0.6044819551265476,0.06066592151483306,0.0906383270997109,0.0906383270997109,0.1486693780923578
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,4,updated,9,1,0.9,0.7885082872928176,0.6072586176733146,0.06295574814224555,0.09585209143756282,0.09585209143756282,0.1476880238234668
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B0,5,updated,9,1,0.9,0.7889502762430939,0.6093849218670413,0.0639101396803156,0.10002310290784436,0.10002310290784436,0.1460254706444939
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B0,1,updated,9,1,0.9,0.4205524861878453,0.41246175037873267,0.07808028030544101,0.11068166066199203,0.11068166066199203,0.0026508152549337693
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B0,2,updated,9,1,0.9,0.5838674033149172,0.5328019698196184,0.022817155249175713,0.03527252065212638,0.05096907929589983,0.0162513960455255
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B0,3,updated,9,1,0.9,0.5416574585635359,0.4886413913622658,0.15626551471184646,0.1777987299644715,0.1777987299644715,0.08182809988956419
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B0,4,updated,9,1,0.9,0.5129281767955801,0.5018431568431568,0.10817247056160018,0.1472154752018382,0.1498997251509252,0.15828415420364572
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B0,5,updated,9,1,0.9,0.3997790055248619,0.3997470809594904,0.051011704053501195,0.03096414054060803,0.07707131494509245,0.1692718012619449
adversarial,10001,10,joint_dirichlet_0.3,submitted,none,B6,1,updated,9,1,0.9,0.7540331491712707,0.4427426842290977,0.005561007523716062,0.01564129301355579,0.01564129301355579,0.1956934948066661
adversarial,10001,10,joint_dirichlet_0.3,submitted,none,B6,2,updated,9,1,0.9,0.754475138121547,0.44457518181240663,0.0062152437029767745,0.017726798748696558,0.017726798748696558,0.19503925862740534
adversarial,10001,10,joint_dirichlet_0.3,submitted,none,B6,3,updated,9,1,0.9,0.7546961325966851,0.44548919494669015,0.005534044792895031,0.01173877479660075,0.01173877479660075,0.19572045753748712
adversarial,10001,10,joint_dirichlet_0.3,submitted,none,B6,4,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,none,B6,5,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,label_flip,B6,1,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,label_flip,B6,2,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,label_flip,B6,3,updated,9,1,0.9,0.7553591160220995,0.44822233891139135,0.0065153990617861,0.014867033399311906,0.014867033399311906,0.19473910326859611
adversarial,10001,10,joint_dirichlet_0.3,submitted,label_flip,B6,4,updated,9,1,0.9,0.7555801104972376,0.44913043478260867,0.006842517151416458,0.015909786266882296,0.015909786266882296,0.19441198517896574
adversarial,10001,10,joint_dirichlet_0.3,submitted,label_flip,B6,5,updated,9,1,0.9,0.7560220994475139,0.4509422216594918,0.00749675333067717,0.017995292002023065,0.017995292002023065,0.193757748999705
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B6,1,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B6,2,updated,9,1,0.9,0.7551381215469614,0.4473127695806734,0.006188280972155744,0.013824280531741522,0.013824280531741522,0.1950662213582265
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B6,3,updated,9,1,0.9,0.7555801104972376,0.44913043478260867,0.006842517151416458,0.015909786266882296,0.015909786266882296,0.19441198517896574
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B6,4,updated,9,1,0.9,0.7558011049723757,0.4500370610759272,0.007169635241046813,0.01695253913445268,0.01695253913445268,0.19408486708933537
adversarial,10001,10,joint_dirichlet_0.3,submitted,sign_flip,B6,5,updated,9,1,0.9,0.7560220994475139,0.45175496357324596,0.008150989509937884,0.01903804486959345,0.01903804486959345,0.193757748999705
