execution_id,artifact_type,cid,client_id,payload_bytes,retrieval_ms,round,upload_ms,verified
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreibgx7yzku6qbmyprexjf4radnf7rq6ofixkzdrbcupmgn4fs4yfyy,3,323,18.349416030105203,2,48.65883302409202,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreiegmi4pyku26wkow5wdhszvt5z3ddh45qanvg23qwofiabmfbnkty,3,545,18.085291958414018,2,44.728374981787056,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreigxmz2ep22pxm3rfts5kh2qx3q73zrekmwworbeyjrarg4rvuosvi,4,2159,22.609999985434115,2,46.253209002316,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreiacv723ggscas3stquln6xboheceoafeapdn5xp5gtztpjdc3jshm,4,222,25.574250030331314,2,45.98649998661131,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreidwqrlhr3ykdjtel3lkhaoel6np5ov3rov3eccdldkwyhz7a5ivpu,4,91,1.0758750140666962,2,31.537832983303815,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreicigfaezfyftcgnfbpmypx4zuof4vmgaxytnmepc5nqcwmgnsanp4,4,340,23.04029103834182,2,49.94470899691805,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreiehdacacp5mtcvvi7zcjtzgh5vowbnbyki2736m3p4z5xs6pl5cbu,4,150,21.402332989964634,2,47.599333978723735,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreicshdchwwg32uowkndjl5himzploamzba5fmanu56n5y2bba2k3wq,4,313,22.624832985457033,2,48.5668329638429,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreiejuhgikusct7tdidgauonnmubbksr7pzj2sxku4qq6cxysghbtxe,4,545,22.38087495788932,2,49.70620799576864,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,global_model,bafkreiey7ustyahthqvczbo32cf56b6ppw4v7wwtscx7nb5azqcvfx2sae,global,2162,19.422332989051938,2,48.5185410361737,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,report,bafkreiemd2df4v24n7abe5b265m2ln4qyhh3fite4ku47nqtmjrhsh563u,global,1823,22.336750000249594,2,53.326499997638166,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreibzqictgzfgiblgig26xndjlfebeb6y6j6l42hf2txf5iktwxlbyi,0,2221,25.13695799279958,3,44.452707981690764,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreih6gis2fxfjtiuwptz6hghyqt7d73xnf2dxq2xnk2flrixdyeyn2u,0,216,22.132334008347243,3,47.345666971523315,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreibd3vdc5s2jakup2cxbdxswsczy3helinqofu2spa7bgsub3wkqgq,0,91,2.3027079878374934,3,27.980500017292798,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreigyodelq6y3rmoboargv3p76q4nl6xam2gktxt57w5v2tle7novye,0,340,18.391416990198195,3,50.71108299307525,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreifybjsrg7egow7v4ke6eosgum3oqnay53victyc6dio25kj3knqby,0,139,18.224457977339625,3,49.470792000647634,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreidh67u7ykyzqzlnpizvhyxo5hgrbinnz7h6mo7its77o2pqnvcdxq,0,307,18.169292015954852,3,45.85958400275558,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreibuoiwk5zcodm2lpimtkk2r5qeob7isglgrf3lc5amgqgjcokegsu,0,545,19.137167022563517,3,59.97962498804554,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreiaruswqbeuiwhpou3ju5b75ine7b5wbu6lywn3zve2n75ymp5to2m,1,2140,22.127292002551258,3,49.74437499186024,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreiaszdyd7ilctgdyv3yry5jm5bixpvcpdpm226ijneyxm2dvin3aum,1,224,22.126166964881122,3,51.66729097254574,True
