execution_id,approved,client_id,proof_ms,round,verify_ms,witness_ms
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,4,288.78829203313217,2,269.1355840070173,42.27529198396951
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,False,0,0,3,0,0
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,1,295.15966604230925,3,221.29037498962134,58.21112496778369
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,2,280.6101660244167,3,233.92866598442197,43.8111670082435
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,3,293.8466669875197,3,229.13462499855086,59.53350005438551
seed_10002-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,4,279.1117090382613,3,238.44320903299376,42.73920803098008
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,0,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,True,1,265.0638750055805,1,221.0686249891296,46.94987501716241
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,True,2,256.15899998228997,1,219.81737500755116,59.66395797440782
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,True,3,280.4197910008952,1,226.3667910010554,45.94504099804908
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,0,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,1,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,True,2,264.3503330182284,2,218.3807500405237,48.75720798736438
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,3,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,0,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,1,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,True,2,267.08329195389524,3,225.84158298559487,58.61979199107736
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,3,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,0,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,1,308.7589579517953,1,271.2014580029063,54.95595803949982
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,2,280.9033329831436,1,233.26358298072591,63.95216699456796
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,3,359.49754097964615,1,232.37820796202868,66.01583299925551
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,0,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,1,287.418375024572,2,239.857624983415,35.190834023524076
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,2,276.54450002592057,2,231.21862503467128,46.19154200190678
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,3,269.3452499806881,2,231.98008397594094,62.897416995838284
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,0,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,1,278.1025000149384,3,232.03691700473428,47.70291701424867
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,2,294.3920830148272,3,231.27787496196106,67.13099998887628
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,True,3,294.6212909882888,3,253.64937499398366,60.05891697714105
seed_10003-clients_5-joint_dirichlet_0.3-submitted-label_flip-B7,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,0,261.3434169907123,1,217.53229200839996,55.14245800441131
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,1,264.6382499951869,1,228.0953750014305,39.452208031434566
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,2,269.2873750347644,1,228.82379195652902,61.47616700036451
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,3,266.7844159877859,1,220.8373750327155,58.72745899250731
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,0,265.7694580266252,2,219.18395801912993,59.02112502371892
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,1,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,2,282.3773749987595,2,223.6760000232607,40.71929201018065
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,3,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,0,261.0769580351189,3,220.29204200953245,58.48979199072346
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,1,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,True,2,263.35933298105374,3,216.39229101128876,39.30729196872562
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,3,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B4,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,0,271.41216601012275,1,222.55079098977149,65.49620802979916
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,1,263.6144999996759,1,217.76695805601776,56.671167025342584
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,2,264.32008401025087,1,218.967207998503,59.06054098159075
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,3,260.0772080477327,1,218.42687495518476,60.54841697914526
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,0,272.2233749809675,2,224.41875003278255,60.23966701468453
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,1,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,2,271.2654159986414,2,220.7250419887714,34.55862501868978
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,3,271.3679579901509,2,219.8371659615077,54.17129205306992
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,0,273.1716660200618,3,225.2289579482749,46.992374991532415
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,1,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,True,2,277.76483399793506,3,221.82745905593038,61.58520799363032
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,3,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-none-B7,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,0,261.70470798388124,1,227.82691597240046,60.44566596392542
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,1,260.7655000174418,1,219.58233299665153,59.96862502070144
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,2,276.11708297627047,1,228.79533300874755,59.723125013988465
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,3,263.67666700389236,1,223.71554200071841,57.520292000845075
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,0,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,1,264.4887500209734,2,217.43379201507196,54.53770799795166
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,2,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,3,267.6179590052925,2,217.78374997666106,35.80358298495412
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,0,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,1,260.09412499843165,3,222.298042033799,58.04366699885577
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,2,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,True,3,259.89541702438146,3,217.9628750309348,57.17454198747873
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B4,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,0,263.27012496767566,1,219.50158395338804,56.26875004963949
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,1,267.5761670107022,1,223.2376669999212,58.01570799667388
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,2,265.5166669865139,1,220.65879101864994,55.14958396088332
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,3,267.8404590114951,1,221.07862500706688,52.96662502223626
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,0,269.19479097705334,2,221.50133398827165,60.847625019960105
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,1,264.04816599097103,2,228.16620900994167,57.58704198524356
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,2,268.289208994247,2,230.2821669727564,58.76229197019711
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,3,265.45237499522045,2,224.5917920372449,57.23758303793147
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,0,280.1128749852069,3,225.346208026167,37.12287498638034
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,1,267.40129198879004,3,221.36899997713044,58.82383300922811
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,2,268.5146669973619,3,224.7111250180751,61.168958025518805
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,True,3,265.59500000439584,3,223.937000031583,61.827333993278444
seed_10003-clients_5-joint_dirichlet_0.3-submitted-random_weights-B7,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,0,262.2411249903962,1,219.92762497393414,58.793541975319386
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,1,262.9195830086246,1,224.72387499874458,47.30858304537833
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,2,257.7876659925096,1,220.50508297979832,54.27633301587775
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,3,274.7020000242628,1,226.70308302622288,57.093000039458275
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,0,268.7822080333717,2,217.10683300625533,56.76291702548042
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,1,257.6558339642361,2,219.63454195065424,54.83337503392249
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,2,256.6607499611564,2,216.34050004649907,36.40399995492771
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,3,263.99145799223334,2,226.93220799556002,57.58174997754395
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,0,261.04912505252287,3,220.09791701566428,37.33095800271258
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,1,273.14045798266307,3,229.2260829708539,39.37566594686359
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,2,266.43833302659914,3,217.76158298598602,61.47450004937127
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,True,3,267.1172499540262,3,215.86200001183897,40.351665986236185
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B4,False,4,0,3,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,0,266.68983296258375,1,220.2888749889098,46.900207991711795
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,1,260.56791603332385,1,222.8456669836305,56.653124978765845
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,2,263.88300000689924,1,220.68024997133762,59.38004195922986
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,3,267.7071249927394,1,219.98641698155552,59.266624972224236
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,False,4,0,1,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,0,262.14133395114914,2,221.80208301870152,54.61320898029953
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,1,269.64287500595674,2,229.50041701551527,61.43800000427291
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,2,264.6231249673292,2,220.83870897768065,57.10316699696705
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,3,264.03095899149776,2,220.7122910185717,56.87162501271814
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,False,4,0,2,0,0
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,0,267.29929097928107,3,218.67254097014666,56.57625000458211
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,1,264.06212500296533,3,221.34904202539474,56.04162497911602
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,2,260.3967500035651,3,220.23591701872647,37.808666995260864
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,True,3,269.0794160007499,3,236.59420799231157,59.52091596554965
seed_10003-clients_5-joint_dirichlet_0.3-submitted-sign_flip-B7,False,4,0,3,0,0
