metric,mean,std,minimum,maximum
label_entropy,0.6636904548767488,0.3935054356513258,0.048994538534753815,0.9961919064764032
group_entropy,0.7158983890949319,0.3107951605651578,0.05167644831433531,0.9971103025061867
source_entropy,0.8775265888496362,,,
