suite,method,metric,n,mean,std,median,ci95_low,ci95_high,minimum,maximum,client_count,partition,policy_profile,attack_type
adversarial,B0,runtime_ms,5,81.32241680868901,2.080063822171877,82.15745800407603,79.71089201746508,82.93394159991294,78.78995902137831,83.20679099415429,,,,label_flip
adversarial,B6,accuracy,5,0.7670517928286853,0.010770428355008263,0.7618193891102257,0.759003984063745,0.7759760956175298,0.7566401062416999,0.7815405046480743,,,,label_flip
adversarial,B6,macro_f1,5,0.5282245532935538,0.11673664581108285,0.4633836795337206,0.4509603760124949,0.6315429628490317,0.4399184762548393,0.7178831756603238,,,,label_flip
adversarial,B6,demographic_parity_gap,5,0.03602149160445456,0.04443615048767995,0.0081817233743153,0.00578916349367126,0.07493621897732877,0.0025430165975988,0.105297195344054,,,,label_flip
adversarial,B6,equal_opportunity_gap,5,0.03566387589530974,0.03756440632113463,0.0147950676634006,0.007595460203090121,0.06586315604880692,0.0047953589836009,0.0852934137072437,,,,label_flip
adversarial,B6,equalized_odds_gap,5,0.03566387589530974,0.03756440632113463,0.0147950676634006,0.007595460203090121,0.06546307630704229,0.0047953589836009,0.0852934137072437,,,,label_flip
adversarial,B6,subgroup_accuracy_gap,5,0.1606755335284928,0.056302361507698066,0.1897691358162629,0.1093449235380954,0.19153096740282985,0.0616139573027162,0.1938310218577867,,,,label_flip
adversarial,B6,runtime_ms,5,79.4233335996978,3.1479198490972067,78.76420899992809,76.93665859987959,81.910008599516,76.280167006189,83.12520899926312,,,,label_flip
adversarial,B0,accuracy,5,0.7751792828685259,0.0032480234263774816,0.7733067729083666,0.7727224435590969,0.7776361221779549,0.7724435590969455,0.7788844621513944,,,,none
adversarial,B0,macro_f1,5,0.527004502093376,0.01433576535970404,0.5186484133407726,0.5162136317543097,0.5380235385914853,0.5147233069878864,0.544233451409603,,,,none
adversarial,B0,demographic_parity_gap,5,0.03000144166123342,0.005032274787493033,0.026719737666199,0.026262145123312562,0.03383285046274074,0.0258585321321054,0.0358676569029205,,,,none
